# en	cn	en_ids	support	prec	level
Chicken Bucket	炸鸡桶	2	2	1.000	ok
K Corp. Filming Drone	K公司 摄像无人机	3	3	1.000	ok
Soon-to-bloom Flower	即将绽放的花	3	3	1.000	ok
K Corp. Class 3 Staff	K公司3级员工	3	3	1.000	ok
Refracted T Corp. Class 3 Collector	折射的T公司3级征收人员	6	6	1.000	ok
Nominable Identity Ticket	3周年纪念人格自选券	3	3	1.000	ok
[Sweeper Fuel Tank]	特大型液态燃料罐	6	6	1.000	ok
Radiating Malice	充满敌意的空间	3	3	1.000	ok
Inordinately Warped Reflection	高度畸变的映射	3	3	1.000	ok
The Outcast	无归属者	3	3	1.000	ok
Into a Certain Library's Book	进入某座图书馆的某本藏书	6	6	1.000	ok
Blessed Carnival	充满祝福的嘉年华	5	5	1.000	ok
Can Equip	可装备	3	1	0.333	suspect
Fighting Spirit	斗志昂扬	4	1	0.250	suspect
Sinners heal HP	罪人体力恢复	1	1	1.000	ok
Starting Cost +50	初始经费+50	3	3	1.000	ok
Before Entry	进入前	3	1	0.333	suspect
Cannot Fuse	无法合成	2	2	1.000	ok
Projection Rewards	投影度奖励	3	3	1.000	ok
Selected Adversities	选择制约	1	1	1.000	noise
Swordplay of the Homeland [Sal] - Shift Battleform	本国剑术[肉]-姿态变化	6	6	1.000	ok
Tigermark Round Reload	虎标弹装填	3	3	1.000	ok
Stubbornness	固执己见	3	0	0.000	noise
Joy of Execution	处刑的欢喜	3	3	1.000	ok
Cornering	无处可逃	2	1	0.500	suspect
Dueling Request	决斗委托	3	2	0.667	weak
Connect The Dots	连点成线	5	2	0.400	suspect
A S.B.	烟·休	3	3	1.000	ok
One Family	一家人	2	1	0.500	suspect
Mutilated Tattoos	残缺纹身	3	3	1.000	ok
Call of the Erlking	魔王的呼唤	3	3	1.000	ok
A moment, please...	请稍等…	3	2	0.667	weak
Snipe	远程狙杀	14	2	0.143	suspect
Bayonets	铳剑术	3	2	0.667	weak
Congestion Cleaning Armour	拥堵清理用装甲	2	2	1.000	ok
Eyes Bright Like Lamps	如灯之目	3	3	1.000	ok
Mentorship	指导与鞭策	3	3	1.000	ok
Exposed Pearl	裸露的珍珠	3	3	1.000	ok
Cracked Shell	破碎的贝壳	4	2	0.500	suspect
Gathering Slime	聚集的黏液	3	3	1.000	ok
Contaminating Slime	污染黏液	3	3	1.000	ok
Injected Hatred and Animosity	被灌输的憎恶与仇恨	3	3	1.000	ok
Wicked Energy	凶邪之气	3	3	1.000	ok
Charge Forth	跃进	5	2	0.400	suspect
Leading Lure	领先的诱饵	3	3	1.000	ok
Broken Stump	损毁的根系	3	3	1.000	ok
Evolving Lure	进化的诱饵	3	3	1.000	ok
Fairy Dust	精灵粉末	3	3	1.000	ok
Regenerate Dimensional Refraction Blade	修复次元折射刃	3	3	1.000	ok
Flaming Ember	燃烧的火种	2	2	1.000	ok
Establish Hypothesis	假说成立	3	3	1.000	ok
Throwing the Ohra Bond	套上捕绳	3	3	1.000	ok
Broken Exhaust Port	被破坏的排气口	3	3	1.000	ok
Leaking Steam	蒸汽泄漏	3	3	1.000	ok
Shared Sorrow	分担的哀伤	3	2	0.667	weak
Upgrade Factory at Work	强化工厂启动	3	3	1.000	ok
Amplified Aggression	膨胀的攻击性	3	3	1.000	ok
Molt	脱皮	13	2	0.154	suspect
Living Nerves	鲜活的神经	3	3	1.000	ok
Broken Means	损坏的手段	3	3	1.000	ok
Old and Abandoned	被舍弃的旧伞	3	3	1.000	ok
Self Destruction	自我破坏	3	3	1.000	ok
Lost Means	丢失的手段	3	3	1.000	ok
Damaged Shade	受损的绿荫	3	3	1.000	ok
Ravening Hunger	饥饿狂暴	3	3	1.000	ok
Reminisced Augmentation	深入记忆的强化肉体	3	3	1.000	ok
Thou Shalt Hammer	汝当锤	3	3	1.000	ok
Enticing Fairy Wine	诱人的精灵酒	3	3	1.000	ok
Apply Refracted Rupture	施加折射的破裂	3	3	1.000	ok
Time Reversion Retroaction	时间逆行反冲	3	3	1.000	ok
Melee Combat	近身战	4	2	0.500	suspect
After Effect	后遗症	1	1	1.000	ok
The Wicked Caitiffs	恶党	2	1	0.500	suspect
Training Dummy	训练用木人桩	7	2	0.286	suspect
Healing Ampule Injection	注射恢复安瓿	3	3	1.000	ok
Emergency Ampule Administration	紧急注射安瓿	3	3	1.000	ok
Mind Wave	精神波动	3	3	1.000	ok
Recoverable	可恢复	3	1	0.333	suspect
Buffs List	BUFF列表	2	1	0.500	suspect
The Ghost	幽魂	8	1	0.125	suspect
Obsidian Grass	黑草	4	4	1.000	ok
Homeward Bound	归乡	2	1	0.500	suspect
Night Ambush	夜袭	2	2	1.000	ok
Second Round of the Family Hierarch Evaluation	第二轮家主评审	5	3	0.600	noise
Shurajō	修罗场	1	1	1.000	ok
Suddenly, One Day	某一日，突然	7	6	0.857	ok
A Warm Welcome	热烈欢迎	3	1	0.333	suspect
Gobsmack	瞠目结舌	3	1	0.333	suspect
Humming Along	哼唱	1	1	1.000	ok
Holy Night	平安夜 2	5	1	0.200	suspect
Drones and Abnormalities	无人机与异想体	3	3	1.000	ok
Data Collection	数据收集	2	2	1.000	ok
Dulled Harpoon	钝鱼叉	3	3	1.000	ok
Finals	最终测验	1	1	1.000	ok
Hierarch Rescue Operation	家主解救作战	3	3	1.000	ok
Renketsuen	连血缘	3	3	1.000	ok
A Blade Fiend's Fathoms	剑鬼的心象	3	3	1.000	ok
The Final Problem	最后一案	3	3	1.000	ok
Royalty	王族	3	1	0.333	suspect
Abraxas Chariot	阿布拉克萨斯战车	3	3	1.000	ok
The Oracle's Proxy	神谕代行者	3	3	1.000	ok
Right or Left	左转或右转	2	2	1.000	ok
T Corp. Collector	T公司征收员	4	2	0.500	suspect
1.76 MHz	1.76兆赫	3	3	1.000	ok
Eternal Rest	永远的解放	5	2	0.400	suspect
The First Gate	第一道关口	3	2	0.667	noise
PickingRowAndColumn	选择行与列	2	2	1.000	ok
Mayors, the Yearning Flotsam	梅厄斯，羡望漂流	4	4	1.000	ok
Feral Mane Corroded	兽鬃侵蚀者	3	2	0.667	weak
Poking at the Egg	触碰卵	2	1	0.500	suspect
Explosive Gloom	爆发的忧郁	2	2	1.000	ok
Explosive Envy	爆发的嫉妒	2	2	1.000	ok
Butler's Mark	管家的标记	2	2	1.000	ok
Heart Toward the New Era	迈向新时代的心	5	5	1.000	ok
Happiness, Joy, Sorrow, Wrath	喜、乐、哀、怒	5	5	1.000	ok
Sublime Immortality	至高无上的不死	2	2	1.000	ok
Infinitely Bequeathing Will of Hongyuan	悠久传承的鸿园之意	5	5	1.000	ok
Stench of Times Past	过往的恶臭	2	2	1.000	ok
Untroubled Analysis	冷静分析	2	2	1.000	ok
The Prescript's Target - The Index	食指的指令对象	2	2	1.000	ok
Insecurity: Mask	自我防御-面具	5	5	1.000	ok
Check This Out, Kiddo!	仔细看好，闺女！	4	4	1.000	ok
The Middle Styled Augmentation Tattoos	中指式强化纹身	4	4	1.000	ok
Artwork: Tibia	作品名：提比娅	4	4	1.000	ok
"K-kill... kill me..."	“杀、杀…杀了我…”	5	5	1.000	ok
Tremor - Chain	震颤-锁链	5	5	1.000	ok
Chanting - Arcana Slave	咏唱-阿卡纳光破斩	5	5	1.000	ok
Makeshift Surgery	紧急手术	2	2	1.000	ok
Blunt Resist Down	打击抗性弱化	2	2	1.000	ok
Lust DMG Up	色欲伤害强化	2	2	1.000	ok
Blunt Protection	打击守护	2	2	1.000	ok
Sloth Protection	怠惰守护	2	2	1.000	ok
Dark Flame	黑焰	2	2	1.000	ok
Gloom Power Up	忧郁威力提升	3	3	1.000	ok
Linebreaker	踏破敌阵	3	2	0.667	weak
Target Aim	瞄准目标	2	2	1.000	ok
Escape Apparatus	逃脱装置	2	2	1.000	ok
Slot Weight +	容量增加	4	2	0.500	suspect
Boost Speed	速度增加	3	2	0.667	weak
Sanity Attack	精神攻击	2	2	1.000	ok
Headstrong I	顽强I	4	3	0.750	weak
Keen XIV	锐利XIV	3	2	0.667	weak
Keen XIV	强韧XIV	3	1	0.333	suspect
Tremor Barrier	震颤阻绝	2	2	1.000	ok
Vitality Boost	生命增幅	2	2	1.000	ok
Exquisite Aesthetics	卓越的美感	3	3	1.000	ok
Festival of Blood	血之庆典	2	2	1.000	ok
Health Refraction	体力折射	1	1	1.000	ok
{0}d left	剩余{0}天	2	2	1.000	ok
Buy Pass Levels	购买通行证等级	1	1	1.000	ok
Damage Taken Down	受到的伤害降低	4	1	0.250	suspect
Remaining Activations	剩余次数	3	1	0.333	suspect
Employee Lounge	员工休息室	3	2	0.667	weak
Snowy Crossroads	雪原岔道	3	2	0.667	weak
Machinery Room	机械室	4	1	0.250	suspect
Containment Area	隔离区	2	2	1.000	ok
Trash Crab Brain Wine	废料蟹脑髓泡酒	3	2	0.667	weak
Cetacean Heart	鲸心	1	1	1.000	ok
Token of Victory	胜利之证	3	2	0.667	weak
E-Type Dimensional Dagger	E型次元短剑	3	3	1.000	ok
Crystallized Blood	血液结晶	4	2	0.500	suspect
Blood, Sweat, and Tears	膏血	5	5	1.000	ok
Grey Coat	灰色大衣	2	2	1.000	ok
Illusory Hunt	异想狩猎	3	3	1.000	ok
A Certain Philosophy	某种哲学	2	2	1.000	ok
Flower in the Mirror	镜中花	2	2	1.000	ok
Moon in the Water	水中月	2	2	1.000	ok
Entangled Fate	纠缠的缘分	3	3	1.000	ok
Average Artwork	凡作	1	1	1.000	ok
Endless Hunger	无尽的饥饿	3	2	0.667	weak
Ashen Constellation's Blessing	灰色星座的加护	2	2	1.000	ok
Stern Soldato of the Thumb	严格的拇指士兵	5	5	1.000	ok
The Ring Apprentice - Albina	环指 子辈 - 阿尔比娜	4	4	1.000	ok
Deep Sea Slider	底海滑动者	3	3	1.000	ok
Dawn of Green - Doubt - δ	绿色的黎明 - 疑问 - δ	5	5	1.000	ok
Sword of a Forgotten Knight	遗忘骑士之剑	4	4	1.000	ok
Bongyguard	小凤警卫队	3	3	1.000	ok
Recollected Awry Soldier	记忆中扭曲的残兵	3	2	0.667	weak
Refracted Portrait	折射的肖像	3	2	0.667	weak
Gain {0} Cost	获得{0} 经费	5	5	1.000	ok
{1}% chance to gain a random E.G.O Gift	获得{0} 经费	1	1	1.000	ok
A Certain World	某个世界	1	1	1.000	ok
Thunder and Lightning	电闪雷鸣	4	1	0.250	suspect
The Infinite Procession	无尽的游行	1	1	1.000	ok
Yield My Flesh to Claim Their Bones BokGak	肉斩骨断 复刻	6	5	0.833	weak
Physical Training	体力锻炼	3	2	0.667	weak
Namesake	名副其实	5	1	0.200	suspect
Readiness	事前准备	4	1	0.250	suspect
Cheaper Refresh Cost	刷新所需经费减少	2	2	1.000	ok
Sell E.G.O Gift	售卖E.G.O饰品	3	1	0.333	suspect
Cannot Enhance	无法强化	2	1	0.500	suspect
Before Entry	探索前	3	1	0.333	suspect
Biting Wind	刺骨寒风	3	1	0.333	suspect
Tier 3 + Tier 3 => Tier 3	3级 + 3级 => 3级	5	5	1.000	ok
Clear Canto VI	通过第6章	5	2	0.400	suspect
Converted to Cost	兑换为经费	2	1	0.500	suspect
Refraction Railway Theme Pack	折射轨道主题卡包	3	3	1.000	ok
Weekly Projection Cap	每周可获得的投影度	2	2	1.000	ok
Current Theme Pack-Exclusive	当前主题卡包限定	3	2	0.667	noise
Brutal Stab	剜出	1	1	1.000	ok
Brainwave Focus	脑波集束	2	2	1.000	ok
Broken Spirit	万念俱灰	2	0	0.000	noise
Hustle	推波助澜	5	1	0.200	suspect
Gambit	胜负手	10	1	0.100	suspect
Dimensional Demon Edge	次元魔刃	3	3	1.000	ok
Collective Breathing	共同呼吸	2	2	1.000	ok
Burning Passion	炽热激情	3	2	0.667	weak
Speedy Delivery	高速派送	2	2	1.000	ok
Duel Livestream	决斗直播	2	2	1.000	ok
Le Fauvisme - Couleurs Sauvages	野兽派-野性色彩	5	5	1.000	ok
Puncturing Harpoon	鱼叉贯穿	2	2	1.000	ok
The Parade Repeats for Eternity	游行会永远重复下去	5	5	1.000	ok
In Dreams	如在梦中	3	1	0.333	suspect
I will ask again	再问你一次	2	2	1.000	ok
The Final Battle	最后一战	4	1	0.250	suspect
Burden of Responsibility	责任之重	2	2	1.000	ok
Idolatry	偶像崇拜	3	2	0.667	weak
'O Clock	准点	3	2	0.667	weak
Remaining Time	残存的时间	4	1	0.250	suspect
Breaking Pieces	破裂的碎片	2	2	1.000	ok
Empty Belly	空腹	1	1	1.000	ok
Blue Resin	蓝色黏液	4	2	0.500	suspect
Quickening of the Unborn	胎动	1	1	1.000	ok
Severed and Torn until Even the Form is Undone [支離滅裂]	支离灭裂	1	1	1.000	ok
Dead End	瓮中之鳖	10	1	0.100	suspect
Spiked Bat	带刺的球棒	4	1	0.250	suspect
Styptics	止血剂	4	1	0.250	suspect
The Man-eating Bear	连人都吃的熊	2	2	1.000	ok
Clear Target	明确的目标	1	1	1.000	ok
The Last Breath	最后的气息	3	2	0.667	noise
Tango Marinade	探戈酱料	4	1	0.250	suspect
Disembark	终止行进	11	1	0.091	suspect
- E.G.O : Threadspin Tier 4	- E.G.O：异想解析4阶段	3	3	1.000	ok
Selected Buff	选择增益	11	1	0.091	noise
Expression of Love	传达爱的话语	8	1	0.125	suspect
The Bell Tolls	敲钟	3	1	0.333	suspect
A Ridiculous Idea	不切实际的想法	3	1	0.333	suspect
Dance Time	舞蹈时间	3	3	1.000	ok
A Performance	一场表演	4	1	0.250	suspect
Bright Villains	聪明的恶人	2	2	1.000	ok
Binding 3	纽带 3	1	1	1.000	ok
Painting of Hell	地狱般的图景	4	2	0.500	suspect
Regular Health Check-up	健康体检	2	2	1.000	ok
Sinking on Purpose	自愿的沉溺	2	2	1.000	ok
The Final Check-up	最后的体检	2	2	1.000	ok
Spinning Clock	转动的时钟	2	2	1.000	ok
The Fabled Knight	童话中的骑士	2	2	1.000	ok
Good Memories	美好的记忆	3	2	0.667	weak
Lineage of Blades	执剑之契	3	1	0.333	suspect
To Yong-jin Building	前往龙进大楼	3	2	0.667	weak
Left or Right	左转或右转	1	1	1.000	ok
Suspicious Red Cloth	奇怪的红布	2	2	1.000	ok
Punishing Bird	惩戒鸟	2	2	1.000	ok
Queen Bee Gift Options	蜂后 饰品 选项	2	2	1.000	ok
Exhilarating Edutainment Featuring Excess Violence!	寓教于揍的有趣游戏！	4	4	1.000	ok
Who Judges the Judge	审判审判官之人	2	2	1.000	ok
Rite of Suppuration	溃烂仪式	2	2	1.000	ok
Rite of Confrontation	直面仪式	2	2	1.000	ok
Rite of Penance	忏悔仪式	2	2	1.000	ok
Rite of Conclusion	最终仪式	2	2	1.000	ok
<color=#ebcaa2>Nothing happened.</color>	<color=#ebcaa2>什么都没有发生。</color>	4	4	1.000	ok
Dongrang has been confronted	东朗被阻拦了	2	2	1.000	ok
Physical Intervention Shield Activated	物理屏蔽力场已激活	2	2	1.000	ok
Take a general, sweeping look around the factory.	整体性地调查工厂。	3	3	1.000	ok
Take a closer look at the factory owner and the employee.	仔细地调查厂长和员工。	3	3	1.000	ok
Carnival of La Manchaland	拉·曼却领嘉年华游行	3	2	0.667	weak
You know your stuff	你很懂行嘛	2	2	1.000	ok
Bamboo-hatted Kim's Past 4	金笠的过去 4	2	2	1.000	ok
Ardor Blossom Moth Containment Breach	红焰蛾出逃	4	4	1.000	ok
Eat it.	尝尝看。	3	2	0.667	weak
Accept and investigate.	同意调查。	2	2	1.000	ok
Post-Heishou Choice Development	黑兽选项后	2	2	1.000	ok
Oddly Familiar Boombox	似曾相识的音响	2	2	1.000	ok
Gallery of the Ring's School of Fauvism	野兽派环指画廊	4	4	1.000	ok
Hindley, The Reaved Lamenter	因被夺取而哭嚎的亨德利	3	3	1.000	ok
Peccatulum Pigritiae?	怠惰罪种?	4	4	1.000	ok
Peccatulum Morositatis?	忧郁罪种?	4	4	1.000	ok
Peccatulum Irae?	暴怒罪种?	4	4	1.000	ok
Baba Yaga-A	芭芭雅嘎-A	2	2	1.000	ok
Baba Yaga-B	芭芭雅嘎-B	2	2	1.000	ok
Feral Mane Corroded	野兽鬃毛的侵蚀者	3	1	0.333	suspect
Spiced-up Papa Bongy	香辣凤老爹	2	2	1.000	ok
Human Offering	以人为祭	2	2	1.000	ok
The Chicken Strife	炸鸡对决	2	2	1.000	ok
Rusted Hilt Choice	锈蚀的刀柄 选项	2	2	1.000	ok
T Corp. Tax Collection	T公司税金征收	2	2	1.000	ok
The Timekilling Scene	时间杀人现场	2	2	1.000	ok
Bizarre Machine	奇妙的机器	2	1	0.500	suspect
Worn Hilt Choice	陈旧的刀柄 选项	2	2	1.000	ok
Test of the Big Brother	大哥的试炼	4	4	1.000	ok
Shade of Reflection [Tigerhunt]	映射[狩虎]	4	4	1.000	ok
Shade of Reflection [Chachihu]	映射[插翅虎]	4	4	1.000	ok
Shade of Reflection [Tiantui Star]	映射[天退星]	4	4	1.000	ok
Uneven Breathing	粗重喘息	2	2	1.000	ok
Marked Prey	猎物标识	2	2	1.000	ok
Subject of Wrath	泄愤对象	2	2	1.000	ok
Excruciating Rage	充满痛苦的暴怒	2	2	1.000	ok
Courage to Approach	靠近的勇气	2	2	1.000	ok
Seized Wrath	紧握的暴怒	2	2	1.000	ok
Foolhardy Duel	鲁莽的决斗	2	2	1.000	ok
An Actual Bear	真正的熊	2	2	1.000	ok
Deep Laceration	深度裂伤	2	2	1.000	ok
Bloodwoven Thorn	血编荆棘	2	2	1.000	ok
Bloodmolded Thorn	血塑荆棘	2	2	1.000	ok
Imperfect Parade	不完善的游行	2	2	1.000	ok
Unstoppable Bliss	无法停止的欢喜	2	2	1.000	ok
Box of Curses	诅咒包裹	2	2	1.000	ok
Shimmering【Bloodfiend】	摇曳【血魔】	4	4	1.000	ok
Dreamy Hesitation	如在梦中的犹豫	2	2	1.000	ok
Polydipsic Rose	饥渴的玫瑰	2	2	1.000	ok
Rose Wedge	玫瑰之楔	2	2	1.000	ok
The Endless Wheel	不停旋转的摩天轮	2	2	1.000	ok
Returning Bloodlust III	复还的血之冲动III	2	2	1.000	ok
Congealing Blood	正在凝固的血	2	2	1.000	ok
Crippling Injury	严重的负伤	2	2	1.000	ok
My True Heart...	我的本心…	2	2	1.000	ok
Protective Stance	守护姿态	2	2	1.000	ok
Bloodthirst Suppressed	杀气抑制	2	2	1.000	ok
Concealed Bloodthirst	抑制杀气	2	2	1.000	ok
Eyeball Pinion	眼羽	2	2	1.000	ok
Inner Strength [底力]	底力	2	2	1.000	ok
Explosive Amusement	爆发游戏	2	2	1.000	ok
Imperfect Immortality	不完善的不死	2	2	1.000	ok
Supernatural, Strength, Chaos, and Spirits	怪力乱神	4	4	1.000	ok
The Will to Confront	希冀直面的意志	2	2	1.000	ok
Propagating Gloom	蔓延的忧郁	2	2	1.000	ok
Gasping Breath	吐出的呼吸	3	2	0.667	weak
Wounded Wound	伤中之伤	2	2	1.000	ok
Lazy Sloth	慵懒的怠惰	2	2	1.000	ok
The Middle's Vendetta Mark	中指的复仇对象	2	2	1.000	ok
I'll Gift-wrap You	我要把你做成礼物！	2	2	1.000	ok
Subject of Observation	观察对象	2	2	1.000	ok
Automated Myofiber Activity	肌纤维的机械性收缩与舒张	2	2	1.000	ok
Hostage Situation	人质事件	2	2	1.000	ok
Rapid Growth	急速生长	2	2	1.000	ok
Artwork: Fascia	作品名：法西娅	4	4	1.000	ok
Impact-rattled Armor	剧烈振动的甲胄	2	2	1.000	ok
The Thumb Nursefather's Command	拇指父辈的命令	2	2	1.000	ok
Rekindled Exhilaration	复燃的喜悦	2	2	1.000	ok
Prescript: [Paper Slip] III	指令[纸条]III	4	4	1.000	ok
Prescript: [Paper Slip] IV	指令[纸条]IV	4	4	1.000	ok
Extreme Onus	强烈的压迫感	2	2	1.000	ok
Fourfold Afterimage Entanglement	四重残像纠缠	2	2	1.000	ok
Threefold Afterimage Entanglement	三重残像纠缠	2	2	1.000	ok
Twofold Afterimage Entanglement	二重残像纠缠	2	2	1.000	ok
Onefold Afterimage Entanglement	一重残像纠缠	2	2	1.000	ok
Shin (心) - Dihui Star	心-地慧星	4	4	1.000	ok
Mutilated Memory and Recollection	被千刀万剐的记忆与回忆	2	2	1.000	ok
Deep Breath - Red	深长吐息-红色	4	4	1.000	ok
Memories of that Day	那一日的记忆	4	2	0.500	suspect
Dimensional Bag - Namir Workshop	次元包-纳米尔工坊	4	4	1.000	ok
Dimensional Bag - YuRia Atelier	次元包-尤里亚工坊	4	4	1.000	ok
Thermal Blades OFF	热丝 OFF	2	2	1.000	ok
Ingredient-shedding Wound	材料脱落的伤口	2	2	1.000	ok
Shin (心) - Valencina	心-瓦伦希娜	4	4	1.000	ok
Shattered World	破碎的世界	2	2	1.000	ok
Umbra Unsealed	本影 禁制解除	2	2	1.000	ok
Unsevered Memory	未曾割舍的记忆	2	2	1.000	ok
Unseverable Time	未曾割舍的时间	2	2	1.000	ok
Rien's Mask	里恩的假面	2	2	1.000	ok
K Corp. Ampule Used	使用K公司安瓿	2	2	1.000	ok
Faint Guilt	微弱的负罪感	2	2	1.000	ok
Berserking	狂化	2	2	1.000	ok
Spreading Snake Venom	扩散的蛇毒	2	2	1.000	ok
Pinning Nail	定格尖钉	2	2	1.000	ok
Prisoner Transport Order	押送命令	2	2	1.000	ok
Investigation Order	调查命令	2	2	1.000	ok
Bloodtinged Craving	血色的渴求	2	2	1.000	ok
Sea Terror Assimilation	恐鱼同化	2	2	1.000	ok
Abyssal Vitality	深海的生命力	2	2	1.000	ok
Indelible Compassion	无法抹去的善意	2	2	1.000	ok
The Knight's Corpus	骑士骨血	2	2	1.000	ok
Misery and Calamity	苦厄灾难	2	2	1.000	ok
Emotional Connection	情感共享	2	2	1.000	ok
Violent Collections	强力征收执行	2	2	1.000	ok
T Corp. Borrowed Time	T公司的时间租赁	2	2	1.000	ok
Time Delay	时间泄露	2	2	1.000	ok
Stolen Time	抢来的时间	2	2	1.000	ok
Joint Time Expenditure	共同分担时间支出	2	2	1.000	ok
Mental Fracture	精神裂痕	2	2	1.000	ok
Blessing of Despair	绝望的加护	2	2	1.000	ok
Crumbled Pride	崩溃的自尊	2	2	1.000	ok
Mark of Villainy	恶人标记	2	2	1.000	ok
Magical Arcana	魔法阿卡纳	2	2	1.000	ok
Love/Hate	爱/憎	4	4	1.000	ok
Magical Girl's Chant	魔法少女的咏唱	2	2	1.000	ok
Pheromone Mark	信息素标记	2	2	1.000	ok
Herd Relocation	群体迁移	2	2	1.000	ok
Leaking Marinade	漏出的酱料	2	2	1.000	ok
Golden Recipe Sauce	黄金秘传酱汁	2	2	1.000	ok
Ongoing Damage	持续损伤	2	2	1.000	ok
Multiply Coin Boost	乘算硬币强化	2	2	1.000	ok
Minus Coin Drop	减算硬币弱化	2	2	1.000	ok
Multiply Coin Drop	乘算硬币弱化	2	2	1.000	ok
Slash Resist Up	斩击抗性强化	2	2	1.000	ok
Pierce Resist Up	突刺抗性强化	2	2	1.000	ok
Blunt Resist Up	打击抗性强化	2	2	1.000	ok
Pierce Resist Down	突刺抗性弱化	2	2	1.000	ok
Slash DMG Down	斩击伤害弱化	2	2	1.000	ok
Pierce DMG Down	突刺伤害弱化	2	2	1.000	ok
Blunt DMG Down	打击伤害弱化	2	2	1.000	ok
Wrath Resist Down	暴怒抗性弱化	2	2	1.000	ok
Lust Resist Down	色欲抗性弱化	2	2	1.000	ok
Sloth Resist Down	怠惰抗性弱化	2	2	1.000	ok
Gluttony Resist Down	暴食抗性弱化	2	2	1.000	ok
Gloom Resist Down	忧郁抗性弱化	2	2	1.000	ok
Pride Resist Down	傲慢抗性弱化	2	2	1.000	ok
Envy Resist Down	嫉妒抗性弱化	2	2	1.000	ok
Wrath Resist Up	暴怒抗性强化	2	2	1.000	ok
Lust Resist Up	色欲抗性强化	2	2	1.000	ok
Sloth Resist Up	怠惰抗性强化	2	2	1.000	ok
Gluttony Resist Up	暴食抗性强化	2	2	1.000	ok
Gloom Resist Up	忧郁抗性强化	2	2	1.000	ok
Pride Resist Up	傲慢抗性强化	2	2	1.000	ok
Envy Resist Up	嫉妒抗性强化	2	2	1.000	ok
Wrath DMG Down	暴怒伤害弱化	2	2	1.000	ok
Lust DMG Down	色欲伤害弱化	2	2	1.000	ok
Sloth DMG Down	怠惰伤害弱化	2	2	1.000	ok
Gluttony DMG Down	暴食伤害弱化	2	2	1.000	ok
Gloom DMG Down	忧郁伤害弱化	2	2	1.000	ok
Pride DMG Down	傲慢伤害弱化	2	2	1.000	ok
Envy DMG Down	嫉妒伤害弱化	2	2	1.000	ok
Gloom DMG Up	忧郁伤害强化	2	2	1.000	ok
Pride DMG Up	傲慢伤害强化	2	2	1.000	ok
Weak-resist DMG Boost	脆弱攻击伤害强化	2	2	1.000	ok
Spreading Flame	燎原	4	2	0.500	suspect
Gentle Sendoff	惜别	2	2	1.000	ok
Gaze of the One Who Grips	执柄者的凝视	2	2	1.000	ok
Pierce Protection	突刺守护	2	2	1.000	ok
Wrath Protection	暴怒守护	2	2	1.000	ok
Lust Protection	色欲守护	2	2	1.000	ok
Gluttony Protection	暴食守护	2	2	1.000	ok
Gloom Protection	忧郁守护	2	2	1.000	ok
Pride Protection	傲慢守护	2	2	1.000	ok
Envy Protection	嫉妒守护	2	2	1.000	ok
Burn Resistance	烧伤抗性	2	2	1.000	ok
