# Limbus Company 英→中术语表（来源：官方术语文件 + 零协会汉化，四语 id 对齐）
# en	cn	出现次数(en+cn)	source
Bloodthirst Suppressed	杀气抑制	4	BattleKeywords-a1c8p2.json
Concealed Bloodthirst	抑制杀气	4	BattleKeywords-a1c8p2.json
Eyeball Pinion	眼羽	4	BattleKeywords-a1c8p2.json
Inner Strength [底力]	底力	4	BattleKeywords-a1c8p3.json
Explosive Amusement	爆发游戏	4	BattleKeywords-a1c8p3.json
Imperfect Immortality	不完善的不死	4	BattleKeywords-a1c8p3.json
Supernatural, Strength, Chaos, and Spirits	怪力乱神	4	BattleKeywords-a1c8p3.json
The Will to Confront	希冀直面的意志	4	BattleKeywords-a1c8p3.json
Propagating Gloom	蔓延的忧郁	4	BattleKeywords-a1c9114.json
Gasping Breath	吐出的呼吸	4	BattleKeywords-a1c9114.json
Wounded Wound	伤中之伤	4	BattleKeywords-a1c9114.json
Lazy Sloth	慵懒的怠惰	4	BattleKeywords-a1c9114.json
The Middle's Vendetta Mark	中指的复仇对象	4	BattleKeywords-a1c9116.json
I'll Gift-wrap You	我要把你做成礼物！	4	BattleKeywords-a1c951.json
Subject of Observation	观察对象	4	BattleKeywords-a1c971.json
Automated Myofiber Activity	肌纤维的机械性收缩与舒张	4	BattleKeywords-a1c9p1.json
Hostage Situation	人质事件	4	BattleKeywords-a1c9p1.json
Rapid Growth	急速生长	4	BattleKeywords-a1c9p1.json
Artwork: Fascia	作品名：法西娅	4	BattleKeywords-a1c9p1.json
Impact-rattled Armor	剧烈振动的甲胄	4	BattleKeywords-a1c9p1.json
The Thumb Nursefather's Command	拇指父辈的命令	4	BattleKeywords-a1c9p1.json
Rekindled Exhilaration	复燃的喜悦	4	BattleKeywords-a1c9p1.json
Prescript: [Paper Slip] III	指令[纸条]III	4	BattleKeywords-a1c9p1.json
Prescript: [Paper Slip] IV	指令[纸条]IV	4	BattleKeywords-a1c9p1.json
Extreme Onus	强烈的压迫感	4	BattleKeywords-a1c9p2.json
Fourfold Afterimage Entanglement	四重残像纠缠	4	BattleKeywords-a1c9p2.json
Threefold Afterimage Entanglement	三重残像纠缠	4	BattleKeywords-a1c9p2.json
Twofold Afterimage Entanglement	二重残像纠缠	4	BattleKeywords-a1c9p2.json
Onefold Afterimage Entanglement	一重残像纠缠	4	BattleKeywords-a1c9p2.json
Shin (心) - Dihui Star	心-地慧星	4	BattleKeywords-a1c9p2.json
Mutilated Memory and Recollection	被千刀万剐的记忆与回忆	4	BattleKeywords-a1c9p2.json
Deep Breath - Red	深长吐息-红色	4	BattleKeywords-a1c9p3.json
Memories of that Day	那一日的记忆	4	BattleKeywords-a1c9p3.json
Dimensional Bag - Namir Workshop	次元包-纳米尔工坊	4	BattleKeywords-a1c9p3.json
Dimensional Bag - YuRia Atelier	次元包-尤里亚工坊	4	BattleKeywords-a1c9p3.json
Thermal Blades OFF	热丝 OFF	4	BattleKeywords-a1c9p3.json
Ingredient-shedding Wound	材料脱落的伤口	4	BattleKeywords-a1c9p3.json
Shin (心) - Valencina	心-瓦伦希娜	4	BattleKeywords-a1c9p3.json
Shattered World	破碎的世界	4	BattleKeywords-a1c9p3.json
Umbra Unsealed	本影 禁制解除	4	BattleKeywords-a1c9p3.json
Unsevered Memory	未曾割舍的记忆	4	BattleKeywords-a1c9p3.json
Unseverable Time	未曾割舍的时间	4	BattleKeywords-a1c9p3.json
Rien's Mask	里恩的假面	4	BattleKeywords-a1c9p3.json
K Corp. Ampule Used	使用K公司安瓿	4	BattleKeywords-a1c9p3.json
Faint Guilt	微弱的负罪感	4	BattleKeywords-cultivation.json
Berserking	狂化	4	BattleKeywords-cultivation.json
Spreading Snake Venom	扩散的蛇毒	4	BattleKeywords-cultivation.json
Pinning Nail	定格尖钉	4	BattleKeywords-exme.json
Prisoner Transport Order	押送命令	4	BattleKeywords-exme.json
Investigation Order	调查命令	4	BattleKeywords-exme.json
Bloodtinged Craving	血色的渴求	4	BattleKeywords-mowe.json
Sea Terror Assimilation	恐鱼同化	4	BattleKeywords-pilgrimage.json
Abyssal Vitality	深海的生命力	4	BattleKeywords-pilgrimage.json
Indelible Compassion	无法抹去的善意	4	BattleKeywords-pilgrimage.json
The Knight's Corpus	骑士骨血	4	BattleKeywords-pilgrimage.json
Misery and Calamity	苦厄灾难	4	BattleKeywords-pilgrimage.json
Emotional Connection	情感共享	4	BattleKeywords-pilgrimage.json
Violent Collections	强力征收执行	4	BattleKeywords-tkt-re.json
T Corp. Borrowed Time	T公司的时间租赁	4	BattleKeywords-tkt.json
Time Delay	时间泄露	4	BattleKeywords-tkt.json
Stolen Time	抢来的时间	4	BattleKeywords-tkt.json
Joint Time Expenditure	共同分担时间支出	4	BattleKeywords-tkt.json
Mental Fracture	精神裂痕	4	BattleKeywords-walpu4.json
Blessing of Despair	绝望的加护	4	BattleKeywords-walpu6.json
Crumbled Pride	崩溃的自尊	4	BattleKeywords-walpu6.json
Mark of Villainy	恶人标记	4	BattleKeywords-walpu6.json
Magical Arcana	魔法阿卡纳	4	BattleKeywords-walpu6.json
Love/Hate	爱/憎	4	BattleKeywords-walpu6.json
Magical Girl's Chant	魔法少女的咏唱	4	BattleKeywords-walpu6.json
Pheromone Mark	信息素标记	4	BattleKeywords-walpu8.json
Herd Relocation	群体迁移	4	BattleKeywords-walpu8.json
Leaking Marinade	漏出的酱料	4	BattleKeywords-x1p1c1.json
Golden Recipe Sauce	黄金秘传酱汁	4	BattleKeywords-x1p1c1.json
Ongoing Damage	持续损伤	4	BattleKeywords.json
Multiply Coin Boost	乘算硬币强化	4	BattleKeywords.json
Minus Coin Drop	减算硬币弱化	4	BattleKeywords.json
Multiply Coin Drop	乘算硬币弱化	4	BattleKeywords.json
Slash Resist Up	斩击抗性强化	4	BattleKeywords.json
Pierce Resist Up	突刺抗性强化	4	BattleKeywords.json
Blunt Resist Up	打击抗性强化	4	BattleKeywords.json
Pierce Resist Down	突刺抗性弱化	4	BattleKeywords.json
Slash DMG Down	斩击伤害弱化	4	BattleKeywords.json
Pierce DMG Down	突刺伤害弱化	4	BattleKeywords.json
Blunt DMG Down	打击伤害弱化	4	BattleKeywords.json
Wrath Resist Down	暴怒抗性弱化	4	BattleKeywords.json
Lust Resist Down	色欲抗性弱化	4	BattleKeywords.json
Sloth Resist Down	怠惰抗性弱化	4	BattleKeywords.json
Gluttony Resist Down	暴食抗性弱化	4	BattleKeywords.json
Gloom Resist Down	忧郁抗性弱化	4	BattleKeywords.json
Pride Resist Down	傲慢抗性弱化	4	BattleKeywords.json
Envy Resist Down	嫉妒抗性弱化	4	BattleKeywords.json
Wrath Resist Up	暴怒抗性强化	4	BattleKeywords.json
Lust Resist Up	色欲抗性强化	4	BattleKeywords.json
Sloth Resist Up	怠惰抗性强化	4	BattleKeywords.json
Gluttony Resist Up	暴食抗性强化	4	BattleKeywords.json
Gloom Resist Up	忧郁抗性强化	4	BattleKeywords.json
Pride Resist Up	傲慢抗性强化	4	BattleKeywords.json
Envy Resist Up	嫉妒抗性强化	4	BattleKeywords.json
Wrath DMG Down	暴怒伤害弱化	4	BattleKeywords.json
Lust DMG Down	色欲伤害弱化	4	BattleKeywords.json
Sloth DMG Down	怠惰伤害弱化	4	BattleKeywords.json
Gluttony DMG Down	暴食伤害弱化	4	BattleKeywords.json
Gloom DMG Down	忧郁伤害弱化	4	BattleKeywords.json
Pride DMG Down	傲慢伤害弱化	4	BattleKeywords.json
Envy DMG Down	嫉妒伤害弱化	4	BattleKeywords.json
Gloom DMG Up	忧郁伤害强化	4	BattleKeywords.json
Pride DMG Up	傲慢伤害强化	4	BattleKeywords.json
Weak-resist DMG Boost	脆弱攻击伤害强化	4	BattleKeywords.json
Spreading Flame	燎原	4	BattleKeywords.json
Gentle Sendoff	惜别	4	BattleKeywords.json
Gaze of the One Who Grips	执柄者的凝视	4	BattleKeywords.json
Pierce Protection	突刺守护	4	BattleKeywords.json
Wrath Protection	暴怒守护	4	BattleKeywords.json
Lust Protection	色欲守护	4	BattleKeywords.json
Gluttony Protection	暴食守护	4	BattleKeywords.json
Gloom Protection	忧郁守护	4	BattleKeywords.json
Pride Protection	傲慢守护	4	BattleKeywords.json
Envy Protection	嫉妒守护	4	BattleKeywords.json
Burn Resistance	烧伤抗性	4	BattleKeywords.json
Bleed Resistance	流血抗性	4	BattleKeywords.json
Momentary Cool	片刻冷静	4	BattleKeywords.json
Momentary Glory	刹那的荣光	4	BattleKeywords.json
Crab Rage	蟹·愤	4	BattleKeywords.json
Declared Duel - Don Quixote	决斗宣告-堂吉诃德	4	BattleKeywords.json
Heated Gas Harpoon	加热的燃气捕鲸叉	4	BattleKeywords.json
Overheated Gas Harpoon	过热的燃气捕鲸叉	4	BattleKeywords.json
Reverse Compulsion	反转强迫	4	BattleKeywords.json
Blooming Thorn III	绽放荆棘III	4	BattleKeywords.json
The First Magic Bullet	第一发魔弹	4	BattleKeywords.json
The Second Magic Bullet	第二发魔弹	4	BattleKeywords.json
The Third Magic Bullet	第三发魔弹	4	BattleKeywords.json
The Fourth Magic Bullet	第四发魔弹	4	BattleKeywords.json
The Fifth Magic Bullet	第五发魔弹	4	BattleKeywords.json
The Sixth Magic Bullet	第六发魔弹	4	BattleKeywords.json
The Seventh Magic Bullet	第七发魔弹	4	BattleKeywords.json
Target Spotted	锁定目标	4	BattleKeywords.json
Overwatch Assignment	后方支援分派	4	BattleKeywords.json
Cumulus Wall	云障	4	BattleKeywords.json
Shallow Exhale	急促喘息	4	BattleKeywords.json
Searing Birdcage	炙热鸟笼	4	BattleKeywords.json
Unfocused Volley	广域乱射	4	BattleKeywords.json
Mark of Decay	崩坏印记	4	BattleKeywords.json
Twisted Curse Talisman	纠缠不休的咒符	4	BattleKeywords.json
Razor Thorn	刃棘	4	BattleKeywords.json
Battlefield Retreat	战场撤退	4	BattleKeywords.json
Scorch Propellant Ammo	灼热推进弹	4	BattleKeywords.json
Near-light Superbattery	超亚光蓄能	4	BattleKeywords.json
Self Resonance Circuitry	自谐振电路	4	BattleKeywords.json
Leash-holder of All Heishou	全体黑兽之主	4	BattleKeywords.json
Man in Scabbard	鞘中人	4	BattleKeywords.json
Arrow - Shi	箭矢-死	4	BattleKeywords.json
Lodged Arrow	刺入之矢	4	BattleKeywords.json
Focused Performance	专注表演	4	BattleKeywords.json
La Mancha Parade	拉·曼却游行	4	BattleKeywords.json
Fatal Wound	致命创伤	4	BattleKeywords.json
Battleblood Instinct	血斗本能	4	BattleKeywords.json
Protector's Stance	护卫姿态	4	BattleKeywords.json
Sheut Fracture	影之龟裂	4	BattleKeywords.json
LCA Fracture Round	LCA龟裂弹	4	BattleKeywords.json
Resident Reg. Microchip	居民登记微芯片	4	BattleKeywords.json
Guardians of the Forest	森林的守望者	4	BattleKeywords.json
Wound-casing Mask	遮盖伤口的假面	4	BattleKeywords.json
Desire for Acknowledgement Sated	被满足的认可欲	4	BattleKeywords.json
Loyalty Pheromone	忠诚信息素	4	BattleKeywords.json
Spore Round [Base]	孢子弹[基础]	4	BattleKeywords.json
Spore Round [Buckshot]	孢子弹[霰弹]	4	BattleKeywords.json
Hornet [Rifle]	黄蜂[步枪]	4	BattleKeywords.json
Hornet [Shotgun]	黄蜂[霰弹枪]	4	BattleKeywords.json
Imperfections Addressed	缺陷补全	4	BattleKeywords.json
Scarlet Moth	朱红之蛾	4	BattleKeywords.json
String Severance [絕緣]	断缘	4	BattleKeywords.json
Shin (心) - Dihui Star [地慧星]	心-地慧星	4	BattleKeywords.json
The Middle - Vengeance Tattoo [<s>Great Sister</s>]	中指-仇怨纹身[<s>长姊</s>]	4	BattleKeywords.json
Avenging My Family	家人的复仇	4	BattleKeywords.json
Rising Fever	愈加炽热的兴致	4	BattleKeywords.json
Trussed [Hong Lu]	捕缚[鸿璐]	4	BattleKeywords.json
Drink to the Fallen	追悼酒	4	BattleKeywords.json
Sword of the Homeland - The True Essence	本国剑-传授真意	4	BattleKeywords.json
Maturing Textbook	逐渐完备的教材	4	BattleKeywords.json
Dawnherald	迎接黎明	4	BattleKeywords.json
From Dawnbreak to Sunset	自黎明至黄昏	4	BattleKeywords.json
Blazing Sunset	燃烧的黄昏	4	BattleKeywords.json
Loneliness at High Noon	孤独的正午	4	BattleKeywords.json
Overheated Coffin	过热的棺	4	BattleKeywords.json
Dimensional Castaway	次元漂流	4	BattleKeywords.json
Quadricolor Dimensions	四色次元	4	BattleKeywords.json
Inflict additional Burn	烧伤追加	4	BattleKeywords_Mirror3.json
Inflict additional Bleed	流血追加	4	BattleKeywords_Mirror3.json
Inflict additional Rupture	破裂追加	4	BattleKeywords_Mirror3.json
Siphon Damage	伤害汲取	4	BattleKeywords_Mirror3.json
Unopposed Attack Boost	单方面攻击强化	4	BattleKeywords_Mirror3.json
Damage Dealt Up	造成伤害强化	4	BattleKeywords_Mirror3.json
Coin Power Up II	硬币威力增幅 II	4	BattleKeywords_Mirror3.json
Overload II	过载 II	4	BattleKeywords_Mirror3.json
Body Corpulence	肉体肥大	4	BattleKeywords_Mirror4.json
Final Attack Boost	最终攻击增强	4	BattleKeywords_Mirror4.json
Base Attack Boost	基础攻击增强	4	BattleKeywords_Mirror4.json
Body Growth	肉体生长	4	BattleKeywords_Mirror4.json
Body Fortification	肉体补强	4	BattleKeywords_Mirror4.json
Final Combat Gear	最终战斗装备	4	BattleKeywords_Mirror4.json
Defense Gear	防御装备	4	BattleKeywords_Mirror4.json
Coin Attack Boost	硬币攻击增强	4	BattleKeywords_Mirror4.json
Peerless Might	强大无比	4	BattleKeywords_Mirror4.json
Take an Eye I	复仇I	4	BattleKeywords_Mirror4.json
Amplify Body III	肉体增强III	4	BattleKeywords_Mirror4.json
Expand Body III	肉体扩展III	4	BattleKeywords_Mirror4.json
Max HP Boost II	体力上限增强II	4	BattleKeywords_Mirror4.json
Amplify Body IV	肉体增强IV	4	BattleKeywords_Mirror4.json
Expand Body IV	肉体扩展IV	4	BattleKeywords_Mirror4.json
Coin Power Boost	硬币威力增强	4	BattleKeywords_Mirror4.json
Clash Attack Boost II	拼点攻击增强II	4	BattleKeywords_Mirror4.json
Offense Level Up II	攻击等级强化II	4	BattleKeywords_Mirror5.json
Resilient III	强韧III	4	BattleKeywords_Mirror5.json
Keen III	锐利III	4	BattleKeywords_Mirror5.json
Resilient IV	强韧IV	4	BattleKeywords_Mirror5.json
Growth III	生长III	4	BattleKeywords_Mirror5.json
Clash Power Boost	拼点威力增幅	4	BattleKeywords_Mirror5.json
Keen IV	锐利IV	4	BattleKeywords_Mirror5.json
Body Up III	肉体强化III	4	BattleKeywords_Mirror5.json
Growth IV	生长IV	4	BattleKeywords_Mirror5.json
Body Up IV	肉体强化IV	4	BattleKeywords_Mirror5.json
Clash Power Up III	拼点威力增强III	4	BattleKeywords_Mirror5.json
Brutality III	破坏力III	4	BattleKeywords_Mirror5.json
Clash Power Up IV	拼点威力增强IV	4	BattleKeywords_Mirror5.json
Base Power Up IV	基础威力增强IV	4	BattleKeywords_Mirror5.json
Brutality IV	破坏力IV	4	BattleKeywords_Mirror5.json
Keen VIII	锐利VIII	4	BattleKeywords_Mirror5.json
Resilient VIII	强韧VIII	4	BattleKeywords_Mirror5.json
Body Up VIII	肉体强化VIII	4	BattleKeywords_Mirror5.json
Growth VIII	生长VIII	4	BattleKeywords_Mirror5.json
Keen IX	锐利IX	4	BattleKeywords_Mirror5.json
Resilient IX	强韧IX	4	BattleKeywords_Mirror5.json
Body Up IX	肉体强化IX	4	BattleKeywords_Mirror5.json
Growth IX	生长IX	4	BattleKeywords_Mirror5.json
Brutality VI	破坏力VI	4	BattleKeywords_Mirror5.json
Mounting Adversities	追加的制约	4	BattleKeywords_Mirror6.json
Keen XIII	锐利XIII	4	BattleKeywords_Mirror6.json
Resilient XIII	强韧XIII	4	BattleKeywords_Mirror6.json
Body Up XIII	肉体强化XIII	4	BattleKeywords_Mirror6.json
Growth XIII	生长XIII	4	BattleKeywords_Mirror6.json
Clash Power Up VIII	拼点威力增强VIII	4	BattleKeywords_Mirror6.json
Final Power Up VIII	最终威力增强VIII	4	BattleKeywords_Mirror6.json
Base Power Up VIII	基础威力增强VIII	4	BattleKeywords_Mirror6.json
Body Up XIV	肉体强化XIV	4	BattleKeywords_Mirror6.json
Growth XIV	生长XIV	4	BattleKeywords_Mirror6.json
Clash Power Up IX	拼点威力增强IX	4	BattleKeywords_Mirror6.json
Final Power Up IX	最终威力增强IX	4	BattleKeywords_Mirror6.json
Base Power Up IX	基础威力增强IX	4	BattleKeywords_Mirror6.json
Keen XVI	锐利XVI	4	BattleKeywords_Mirror6.json
Resilient XVI	强韧XVI	4	BattleKeywords_Mirror6.json
Body Up XVI	肉体强化XVI	4	BattleKeywords_Mirror6.json
Growth XVI	生长XVI	4	BattleKeywords_Mirror6.json
Clash Power Up XI	拼点威力增强XI	4	BattleKeywords_Mirror6.json
Final Power Up XI	最终威力增强XI	4	BattleKeywords_Mirror6.json
Base Power Up XI	基础威力增强XI	4	BattleKeywords_Mirror6.json
Inflation II	通货膨胀II	4	BattleKeywords_Mirror6.json
Ego Interference II	自我干涉II	4	BattleKeywords_Mirror6.json
Mark of Fire II	炎之烙印II	4	BattleKeywords_Mirror6.json
Mental Psychosis II	精神错乱II	4	BattleKeywords_Mirror6.json
Nerve Acceleration II	神经加速II	4	BattleKeywords_Mirror6.json
SP Fatigue II	理智枯竭II	4	BattleKeywords_Mirror6.json
Hunger-Rage	饥饿-暴怒	4	BattleKeywords_Mirror6.json
Curio	探究对象	4	BattleKeywords_Mirror7.json
Glimpse of Precognition	瞬间的预知	4	BattleKeywords_Mirror7.json
Force Redistribution	战力的再分配	4	BattleKeywords_Mirror7.json
Psychological Elation	精神昂扬	4	BattleKeywords_Mirror7.json
Shield Generation	生成护盾	4	BattleKeywords_Mirror7.json
Fracture Proliferation	龟裂增殖	4	BattleKeywords_Mirror7.json
Beauty of the Physique	肉体美	4	BattleKeywords_Mirror7.json
Charm of the Beastly	野性美	4	BattleKeywords_Mirror7.json
Torn-out Butterfly	撕裂而出之蝶	4	BattleKeywords_Mirror7.json
Brambles of Eternity	永劫的荆棘	4	BattleKeywords_Refraction2.json
Bandages of the King in Binds	受缚之王的绷带	4	BattleKeywords_Refraction4.json
Moment of Audience	觐见之时	4	BattleKeywords_Refraction4.json
Poised Showdown	决战的呼吸法	4	BattleKeywords_Refraction4.json
Infliction Refraction	施加量折射	4	BattleKeywords_Refraction5.json
Gain Refraction	获得量折射	4	BattleKeywords_Refraction5.json
Refracted Burst	折射的爆发	4	BattleKeywords_Refraction5.json
Weakness Destroyed	弱点破坏	4	BattleKeywords_Refraction5.json
The Lone Gunman	孤独的射手	4	BattleKeywords_Refraction5.json
Lasting Battle Spirit	延续斗志	4	BattleKeywords_Refraction5.json
Resource Reaping	资源收获	4	BattleKeywords_Refraction5.json
Wrathful Counter	愤怒的反击	4	BattleKeywords_Refraction5.json
Fell Bullet Deluge	凶弹倾泻	4	BattleKeywords_Refraction5.json
HP Manipulation	体力扭曲	4	BattleKeywords_Refraction5.json
Refracted Slash	折射的斩击	4	BattleKeywords_Refraction5.json
Refracted Pierce	折射的突刺	4	BattleKeywords_Refraction5.json
Refracted Blunt	折射的打击	4	BattleKeywords_Refraction5.json
Growth Refraction II	生长折射 II	4	BattleKeywords_Refraction5.json
Resource Vaporization	资源挥发	4	BattleKeywords_Refraction5.json
Blossomed Blood	绽放之血	4	BattleKeywords_Refraction5.json
Refracted Rage	折射的愤怒	4	BattleKeywords_Refraction5.json
HP Refraction II	体力折射 II	4	BattleKeywords_Refraction5.json
Active Buffs	生效的增益	4	BattleKeywords_Refraction5.json
Active Trials	生效的苦难	4	BattleKeywords_Refraction5.json
Clash Power Refraction	拼点威力折射	4	BattleKeywords_Refraction5.json
Refracted Poise	折射的呼吸法	4	BattleKeywords_Refraction5.json
Refracted Envy	折射的嫉妒	4	BattleKeywords_Refraction5.json
Temporal Disjunction	时间背离	4	BattleKeywords_Refraction6.json
Capricious Mercy	变化无常的慈悲	4	BattleKeywords_Refraction6.json
Scaleclad	覆盖的鳞片	4	BattleKeywords_Refraction6.json
Until Season 8	到第8赛季开始前	4	BattlePass-a1c9.json
Pass Missions	通行证任务	4	BattlePass.json
Courage to Triumph Fear	战胜恐惧的勇气	4	Bufs.json
Fearsome Whistles	令人恐惧的哨音	4	Bufs.json
Poultry Apocalypse	鸡群的末日菜肴	4	Bufs.json
Meshed Possibilities	概率坍缩	4	Bufs.json
Opportunistic	机会主义	4	Bufs.json
Heal Selected	选择恢复	4	Bufs.json
Faded Promise	褪色的约定	4	Bufs.json
HP Refraction I	体力折射 I	4	Bufs_Refraction5.json
Refracted Determination	折射的斗志	4	Bufs_Refraction5.json
Journey to the Heart	通往心脏的道路	4	DungeonArea-a1c5p3.json
Pequod Town Entrance	裴廓德镇 出口	4	DungeonArea-a1c5p3.json
Execution Room	处置室	4	DungeonArea-a1c8p2.json
Control Team Lobby	控制部 大厅	4	DungeonArea1-1.json
Containment Hall 1	第一收容走廊	4	DungeonArea1-1.json
Containment Hall 4	第四收容走廊	4	DungeonArea1-1.json
Containment Hall 5	第五收容走廊	4	DungeonArea1-1.json
Critical Abnormality Block	重要异想体管理所	4	DungeonArea1-1.json
Defense Line 23-7 - 1536 Hours	第23-7 防线 15:36	4	DungeonArea1-1.json
Vault Storage	金库保管室	4	DungeonArea1-2.json
Quarry Entrance	采矿场入口	4	DungeonArea1-2.json
Quarry 1	第1采矿场	4	DungeonArea1-2.json
Quarry 2	第2采矿场	4	DungeonArea1-2.json
Quarry 3	第3采矿场	4	DungeonArea1-2.json
Quarry 4	第4采矿场	4	DungeonArea1-2.json
