# en	cn	en_hits	cn_hits	source
Recollected Wallowing Soldier	记忆中绝望的残兵	3	3	Enemies.json
Recollected Overtaken Soldier	记忆中被侵蚀的残兵	3	3	Enemies.json
Burning Clay Doll	燃烧的终末土偶	3	3	Enemies.json
Pink Shoes Possessee	粉红鞋所占之人	3	3	Enemies.json
Servile N Corp. Inquisitor	奉承的N公司异端审判官	3	3	Enemies.json
Compliant N Corp. Inquisitor	顺从的N公司异端审判官	3	3	Enemies.json
Obsessive N Corp. Inquisitor	执着的N公司异端审判官	3	3	Enemies.json
Joyous N Corp. Inquisitor	极度喜悦的N公司异端审判官	3	3	Enemies.json
Chicken Bucket	炸鸡桶	2	4	Enemies.json
K Corp. Filming Drone	K公司 摄像无人机	3	3	Enemies.json
Soon-to-bloom Flower	即将绽放的花	2	4	Enemies.json
K Corp. Class 3 Staff	K公司3级员工	0	6	Enemies_Refraction.json
Refracted T Corp. Class 3 Collector	折射的T公司3级征收人员	0	6	Enemies_Refraction2.json
Nominable Identity Ticket	3周年纪念人格自选券	3	3	Items-a1c9p1.json
[Sweeper Fuel Tank]	特大型液态燃料罐	0	6	Items.json
Radiating Malice	充满敌意的空间	3	3	MirrorDungeonNode1-1.json
Inordinately Warped Reflection	高度畸变的映射	3	3	MirrorDungeonNode1-1.json
The Outcast	无归属者	3	3	MirrorDungeonTheme-1.json
Into a Certain Library's Book	进入某座图书馆的某本藏书	0	6	MirrorDungeonTheme-1.json
Blessed Carnival	充满祝福的嘉年华	1	5	MirrorDungeonTheme-1.json
Can Equip	可装备	3	3	MirrorDungeonUI.json
Fighting Spirit	斗志昂扬	3	3	MirrorDungeonUI_2.json
Sinners heal HP	罪人体力恢复	5	1	MirrorDungeonUI_2.json
Starting Cost +50	初始经费+50	0	6	MirrorDungeonUI_2.json
Before Entry	进入前	3	3	MirrorDungeonUI_3.json
Cannot Fuse	无法合成	2	4	MirrorDungeonUI_3.json
Projection Rewards	投影度奖励	3	3	MirrorDungeonUI_5_InfinityFloor.json
Selected Adversities	选择制约	1	5	MirrorDungeonUI_6.json
Swordplay of the Homeland [Sal] - Shift Battleform	本国剑术[肉]-姿态变化	0	6	Passives-BossRaid.json
Tigermark Round Reload	虎标弹装填	3	3	Passives-BossRaid.json
Great Mountain	安若泰山	5	1	Passives.json
Stubbornness	固执己见	3	3	Passives.json
Joy of Execution	处刑的欢喜	3	3	Passives.json
Cornering	无处可逃	2	4	Passives.json
Dueling Request	决斗委托	2	4	Passives.json
Connect The Dots	连点成线	4	2	Passives.json
A S.B.	烟·休	3	3	Passives.json
One Family	一家人	2	4	Passives.json
Mutilated Tattoos	残缺纹身	3	3	Passives.json
Call of the Erlking	魔王的呼唤	3	3	Passives.json
A moment, please...	请稍等…	0	6	Passives.json
Snipe	远程狙杀	4	2	Passives.json
Bayonets	铳剑术	2	4	Passives.json
Congestion Cleaning Armour	拥堵清理用装甲	1	5	Passives.json
Eyes Bright Like Lamps	如灯之目	3	3	Passives.json
Mentorship	指导与鞭策	3	3	Passives.json
Exposed Pearl	裸露的珍珠	3	3	Passives_Abnormality-a1c5p3.json
Cracked Shell	破碎的贝壳	4	2	Passives_Abnormality-a1c5p3.json
Gathering Slime	聚集的黏液	3	3	Passives_Abnormality-a1c5p3.json
Contaminating Slime	污染黏液	3	3	Passives_Abnormality-a1c5p3.json
Injected Hatred and Animosity	被灌输的憎恶与仇恨	3	3	Passives_Abnormality-a1c5p3.json
Wicked Energy	凶邪之气	3	3	Passives_Abnormality-a1c8p2.json
Charge Forth	跃进	4	2	Passives_Abnormality-a1c8p3.json
Leading Lure	领先的诱饵	3	3	Passives_Abnormality-a1c9p1.json
Broken Stump	损毁的根系	3	3	Passives_Abnormality-a1c9p1.json
Evolving Lure	进化的诱饵	3	3	Passives_Abnormality-a1c9p1.json
Fairy Dust	精灵粉末	3	3	Passives_Abnormality-a1c9p1.json
Regenerate Dimensional Refraction Blade	修复次元折射刃	3	3	Passives_Abnormality-a1c9p1.json
Flaming Ember	燃烧的火种	2	4	Passives_Abnormality-a1c9p2.json
Establish Hypothesis	假说成立	3	3	Passives_Abnormality-a1c9p3.json
Throwing the Ohra Bond	套上捕绳	3	3	Passives_Abnormality-exme.json
Broken Exhaust Port	被破坏的排气口	3	3	Passives_Abnormality-mr7-extreme.json
Leaking Steam	蒸汽泄漏	3	3	Passives_Abnormality-mr7-extreme.json
Shared Sorrow	分担的哀伤	4	2	Passives_Abnormality-walpu6.json
Upgrade Factory at Work	强化工厂启动	3	3	Passives_Abnormality.json
Amplified Aggression	膨胀的攻击性	3	3	Passives_Abnormality.json
Molt	脱皮	4	2	Passives_Abnormality.json
Living Nerves	鲜活的神经	3	3	Passives_Abnormality.json
Broken Means	损坏的手段	3	3	Passives_Abnormality.json
Old and Abandoned	被舍弃的旧伞	3	3	Passives_Abnormality.json
Self Destruction	自我破坏	3	3	Passives_Abnormality.json
Lost Means	丢失的手段	3	3	Passives_Abnormality.json
Damaged Shade	受损的绿荫	3	3	Passives_Abnormality.json
Ravening Hunger	饥饿狂暴	3	3	Passives_Abnormality.json
Reminisced Augmentation	深入记忆的强化肉体	3	3	Passives_Abnormality_Refraction.json
Thou Shalt Hammer	汝当锤	3	3	Passives_Abnormality_Refraction1BokGak.json
Enticing Fairy Wine	诱人的精灵酒	3	3	Passives_Abnormality_Refraction2.json
Apply Refracted Rupture	施加折射的破裂	3	3	Passives_Abnormality_Refraction2.json
Time Reversion Retroaction	时间逆行反冲	3	3	Passives_Abnormality_Refraction2.json
Melee Combat	近身战	3	3	Passives_Abnormality_Refraction5.json
After Effect	后遗症	1	5	Passives_Abnormality_Refraction5.json
The Wicked Caitiffs	恶党	2	4	Passives_Enemy-a1c7p1.json
Training Dummy	训练用木人桩	4	2	Passives_Enemy-a1c8p1.json
Healing Ampule Injection	注射恢复安瓿	3	3	Passives_Enemy-mr7-extreme.json
Emergency Ampule Administration	紧急注射安瓿	3	3	Passives_Enemy-mr7-extreme.json
Mind Wave	精神波动	3	3	Passives_Enemy.json
Recoverable	可恢复	2	4	RailwayDungeonUI_2.json
Buffs List	BUFF列表	2	4	RailwayDungeonUI_2.json
The Ghost	幽魂	5	1	StageNode-a1c6p1.json
Obsidian Grass	黑草	2	4	StageNode-a1c6p2.json
Homeward Bound	归乡	2	4	StageNode-a1c8p1.json
Night Ambush	夜袭	2	4	StageNode-a1c8p1.json
Second Round of the Family Hierarch Evaluation	第二轮家主评审	0	6	StageNode-a1c8p2.json
Shurajō	修罗场	0	6	StageNode-a1c9p1.json
Suddenly, One Day	某一日，突然	0	6	StageNode-a1c9p3.json
A Warm Welcome	热烈欢迎	3	3	StageNode1-2.json
Gobsmack	瞠目结舌	1	5	StageNode1-2.json
Humming Along	哼唱	1	5	StageNode1-3.json
Holy Night	平安夜 2	5	1	StageNode1-3.json
Drones and Abnormalities	无人机与异想体	3	3	StageNode1-4.json
Data Collection	数据收集	2	4	StageNode91-14.json
Dulled Harpoon	钝鱼叉	3	3	StageNode91-14.json
Finals	最终测验	1	5	StageNode91-19.json
Hierarch Rescue Operation	家主解救作战	3	3	StageNode91-19.json
Renketsuen	连血缘	3	3	StageNode91-25.json
A Blade Fiend's Fathoms	剑鬼的心象	3	3	StageNode91-7.json
The Final Problem	最后一案	3	3	StageNode91-9.json
Royalty	王族	3	3	UnitKeyword-a1c9p3.json
Abraxas Chariot	阿布拉克萨斯战车	3	3	UnitKeyword-a1c9p3.json
The Oracle's Proxy	神谕代行者	3	3	UnitKeyword-pilgrimage.json
Right or Left	左转或右转	2	3	AbEvents-a1c5p3.json
T Corp. Collector	T公司征收员	3	2	AbEvents-tktRe.json
1.76 MHz	1.76兆赫	2	3	AbEvents-walpu8.json
Eternal Rest	永远的解放	3	2	AbEvents.json
The First Gate	第一道关口	3	2	AbEvents.json
PickingRowAndColumn	选择行与列	2	3	AbEvents.json
Mayors, the Yearning Flotsam	梅厄斯，羡望漂流	0	5	AbnormalityGuides-pilgrimage.json
Feral Mane Corroded	兽鬃侵蚀者	3	2	AbnormalityGuides.json
Poking at the Egg	触碰卵	2	3	ActionEvents.json
Explosive Gloom	爆发的忧郁	2	3	BattleKeywords-a1c6p2.json
Explosive Envy	爆发的嫉妒	2	3	BattleKeywords-a1c6p2.json
Butler's Mark	管家的标记	2	3	BattleKeywords-a1c6p3.json
Heart Toward the New Era	迈向新时代的心	0	5	BattleKeywords-a1c8p3.json
Happiness, Joy, Sorrow, Wrath	喜、乐、哀、怒	0	5	BattleKeywords-a1c8p3.json
Sublime Immortality	至高无上的不死	2	3	BattleKeywords-a1c8p3.json
Infinitely Bequeathing Will of Hongyuan	悠久传承的鸿园之意	0	5	BattleKeywords-a1c8p3.json
Stench of Times Past	过往的恶臭	2	3	BattleKeywords-a1c9p1.json
Untroubled Analysis	冷静分析	2	3	BattleKeywords-a1c9p1.json
The Prescript's Target - The Index	食指的指令对象	0	5	BattleKeywords-a1c9p2.json
Insecurity: Mask	自我防御-面具	0	5	BattleKeywords-a1c9p3.json
Check This Out, Kiddo!	仔细看好，闺女！	0	5	BattleKeywords-a1c9p3.json
The Middle Styled Augmentation Tattoos	中指式强化纹身	0	5	BattleKeywords-a1c9p3.json
Artwork: Tibia	作品名：提比娅	0	5	BattleKeywords-a1c9p3.json
"K-kill... kill me..."	“杀、杀…杀了我…”	0	5	BattleKeywords-a1c9p3.json
Tremor - Chain	震颤-锁链	0	5	BattleKeywords-tkt.json
Chanting - Arcana Slave	咏唱-阿卡纳光破斩	0	5	BattleKeywords-walpu6.json
Makeshift Surgery	紧急手术	2	3	BattleKeywords.json
Blunt Resist Down	打击抗性弱化	2	3	BattleKeywords.json
Lust DMG Up	色欲伤害强化	2	3	BattleKeywords.json
Blunt Protection	打击守护	2	3	BattleKeywords.json
Sloth Protection	怠惰守护	2	3	BattleKeywords.json
Dark Flame	黑焰	2	3	BattleKeywords.json
Gloom Power Up	忧郁威力提升	2	3	BattleKeywords.json
Linebreaker	踏破敌阵	3	2	BattleKeywords.json
Target Aim	瞄准目标	2	3	BattleKeywords.json
Escape Apparatus	逃脱装置	2	3	BattleKeywords.json
Slot Weight +	容量增加	0	5	BattleKeywords_Mirror3.json
Boost Speed	速度增加	3	2	BattleKeywords_Mirror3.json
Sanity Attack	精神攻击	2	3	BattleKeywords_Mirror3.json
Headstrong I	顽强I	2	3	BattleKeywords_Mirror5.json
Keen XIV	锐利XIV	3	2	BattleKeywords_Mirror6.json
Keen XIV	强韧XIV	3	2	BattleKeywords_Mirror6.json
Tremor Barrier	震颤阻绝	2	3	BattleKeywords_Mirror6.json
Vitality Boost	生命增幅	2	3	BattleKeywords_Mirror6.json
Exquisite Aesthetics	卓越的美感	2	3	BattleKeywords_Mirror7.json
Festival of Blood	血之庆典	2	3	BattleKeywords_Refraction5.json
Health Refraction	体力折射	1	4	BattleKeywords_Refraction5.json
{0}d left	剩余{0}天	0	5	BattlePass.json
Buy Pass Levels	购买通行证等级	1	4	BattlePass.json
Damage Taken Down	受到的伤害降低	4	1	Bufs_Mirror4.json
Remaining Activations	剩余次数	3	2	DanteAbilityUIText.json
Employee Lounge	员工休息室	2	3	DungeonArea1-1.json
Snowy Crossroads	雪原岔道	3	2	DungeonArea1-2.json
Machinery Room	机械室	4	1	DungeonArea1-3.json
Containment Area	隔离区	2	3	DungeonArea1-3.json
Trash Crab Brain Wine	废料蟹脑髓泡酒	3	2	EGOgift_MirrorDungeon-EventTheme.json
Cetacean Heart	鲸心	1	4	EGOgift_MirrorDungeon-StoryTheme_2.json
Token of Victory	胜利之证	3	2	EGOgift_MirrorDungeon-StoryTheme_2.json
E-Type Dimensional Dagger	E型次元短剑	2	3	EGOgift_MirrorDungeon-mowe.json
Crystallized Blood	血液结晶	3	2	EGOgift_MirrorDungeon-mowe.json
Blood, Sweat, and Tears	膏血	0	5	EGOgift_MirrorDungeon.json
Grey Coat	灰色大衣	2	3	EGOgift_MirrorDungeon.json
Illusory Hunt	异想狩猎	2	3	EGOgift_MirrorDungeon.json
A Certain Philosophy	某种哲学	2	3	EGOgift_MirrorDungeon_6.json
Flower in the Mirror	镜中花	2	3	EGOgift_MirrorDungeon_6.json
Moon in the Water	水中月	2	3	EGOgift_MirrorDungeon_6.json
Entangled Fate	纠缠的缘分	2	3	EGOgift_MirrorDungeon_7.json
Average Artwork	凡作	1	4	EGOgift_MirrorDungeon_7.json
Endless Hunger	无尽的饥饿	3	2	EGOgift_StoryDungeon-a1c7p3.json
Ashen Constellation's Blessing	灰色星座的加护	3	2	EGOgift_walpu6.json
Stern Soldato of the Thumb	严格的拇指士兵	0	5	Enemies-a1c8p3.json
The Ring Apprentice - Albina	环指 子辈 - 阿尔比娜	0	5	Enemies-a1c9p1.json
Deep Sea Slider	底海滑动者	2	3	Enemies-pilgrimage.json
Dawn of Green - Doubt - δ	绿色的黎明 - 疑问 - δ	0	5	Enemies-walpu2.json
Sword of a Forgotten Knight	遗忘骑士之剑	0	5	Enemies-walpu6.json
Bongyguard	小凤警卫队	2	3	Enemies-x1p1c1.json
Recollected Awry Soldier	记忆中扭曲的残兵	3	2	Enemies.json
Refracted Portrait	折射的肖像	3	2	Enemies_Refraction4.json
Gain {0} Cost	获得{0} 经费	0	5	MirrorDungeonBattleRewardCase.json
{1}% chance to gain a random E.G.O Gift	获得{0} 经费	0	5	
A Certain World	某个世界	1	4	MirrorDungeonTheme-1.json
Thunder and Lightning	电闪雷鸣	2	3	MirrorDungeonTheme-1.json
The Infinite Procession	无尽的游行	1	4	MirrorDungeonTheme-1.json
Yield My Flesh to Claim Their Bones BokGak	肉斩骨断 复刻	0	5	MirrorDungeonTheme-1.json
Physical Training	体力锻炼	3	2	MirrorDungeonUI_2.json
Namesake	名副其实	3	2	MirrorDungeonUI_2.json
Readiness	事前准备	4	1	MirrorDungeonUI_2.json
Cheaper Refresh Cost	刷新所需经费减少	2	3	MirrorDungeonUI_2.json
Sell E.G.O Gift	售卖E.G.O饰品	1	4	MirrorDungeonUI_3.json
Cannot Enhance	无法强化	2	3	MirrorDungeonUI_3.json
Before Entry	探索前	3	2	MirrorDungeonUI_4.json
Biting Wind	刺骨寒风	3	2	MirrorDungeonUI_4.json
Tier 3 + Tier 3 => Tier 3	3级 + 3级 => 3级	0	5	MirrorDungeonUI_4.json
Clear Canto VI	通过第6章	2	3	MirrorDungeonUI_5_InfinityFloor.json
Converted to Cost	兑换为经费	2	3	MirrorDungeonUI_6.json
Refraction Railway Theme Pack	折射轨道主题卡包	1	4	MirrorDungeonUI_6.json
Weekly Projection Cap	每周可获得的投影度	2	3	MirrorDungeonUI_6.json
Current Theme Pack-Exclusive	当前主题卡包限定	3	2	MirrorDungeonUI_7.json
Brutal Stab	剜出	1	4	Passives-ycgd.json
Brainwave Focus	脑波集束	2	3	Passives.json
Broken Spirit	万念俱灰	2	3	Passives.json
Hustle	推波助澜	3	2	Passives.json
Gambit	胜负手	4	1	Passives.json
Dimensional Demon Edge	次元魔刃	2	3	Passives.json
Collective Breathing	共同呼吸	2	3	Passives.json
Burning Passion	炽热激情	3	2	Passives.json
Speedy Delivery	高速派送	2	3	Passives.json
Duel Livestream	决斗直播	2	3	Passives.json
Le Fauvisme - Couleurs Sauvages	野兽派-野性色彩	0	5	Passives.json
Puncturing Harpoon	鱼叉贯穿	2	3	Passives_Abnormality-a1c5p3.json
The Parade Repeats for Eternity	游行会永远重复下去	0	5	Passives_Abnormality-a1c7p2.json
In Dreams	如在梦中	2	3	Passives_Abnormality-a1c7p3.json
I will ask again	再问你一次	1	4	Passives_Abnormality-a1c8p2.json
The Final Battle	最后一战	4	1	Passives_Abnormality-a1c9p3.json
Burden of Responsibility	责任之重	2	3	Passives_Abnormality-cultivation.json
Idolatry	偶像崇拜	3	2	Passives_Abnormality-mr7-extreme.json
'O Clock	准点	0	5	Passives_Abnormality-tkt-re.json
Remaining Time	残存的时间	4	1	Passives_Abnormality-tkt-re.json
Breaking Pieces	破裂的碎片	2	3	Passives_Abnormality.json
Empty Belly	空腹	1	4	Passives_Abnormality.json
Blue Resin	蓝色黏液	3	2	Passives_Abnormality_Refraction.json
Quickening of the Unborn	胎动	1	4	Passives_Abnormality_Refraction6.json
Severed and Torn until Even the Form is Undone [支離滅裂]	支离灭裂	0	5	Passives_Assist-a1c9p3.json
Dead End	瓮中之鳖	4	1	Passives_Enemy-a1c6p1.json
Spiked Bat	带刺的球棒	4	1	Passives_Enemy-a1c6p2.json
Styptics	止血剂	4	1	Passives_Enemy-a1c7p1.json
The Man-eating Bear	连人都吃的熊	2	3	Passives_Enemy-a1c7p1.json
Clear Target	明确的目标	1	4	Passives_Enemy-a1c8p1.json
The Last Breath	最后的气息	3	2	Passives_Enemy-exme.json
Tango Marinade	探戈酱料	4	1	Passives_Enemy-mr7-extreme.json
Disembark	终止行进	4	1	RailwayDungeonUI.json
- E.G.O : Threadspin Tier 4	- E.G.O：异想解析4阶段	0	5	RailwayDungeonUI_1001.json
Selected Buff	选择增益	1	4	RailwayDungeonUI_5.json
Expression of Love	传达爱的话语	4	1	StageNode-a1c6p3.json
The Bell Tolls	敲钟	3	2	StageNode-a1c8p1.json
A Ridiculous Idea	不切实际的想法	3	2	StageNode-a1c8p3.json
Dance Time	舞蹈时间	2	3	StageNode1-1.json
A Performance	一场表演	4	1	StageNode1-2.json
Bright Villains	聪明的恶人	2	3	StageNode1-4.json
Binding 3	纽带 3	4	1	StageNode1-4.json
Painting of Hell	地狱般的图景	3	2	StageNode91-10.json
Regular Health Check-up	健康体检	2	3	StageNode91-14.json
Sinking on Purpose	自愿的沉溺	2	3	StageNode91-14.json
The Final Check-up	最后的体检	2	3	StageNode91-14.json
Spinning Clock	转动的时钟	2	3	StageNode91-20.json
The Fabled Knight	童话中的骑士	2	3	StageNode91-20.json
Good Memories	美好的记忆	3	2	StageNode91-25.json
Lineage of Blades	执剑之契	2	3	StageNode91-7.json
To Yong-jin Building	前往龙进大楼	3	2	StageNode91-7.json
Left or Right	左转或右转	1	3	AbEvents-a1c5p3.json
Suspicious Red Cloth	奇怪的红布	2	2	AbEvents-cultivation.json
Punishing Bird	惩戒鸟	2	2	AbEvents-walpu8.json
Queen Bee Gift Options	蜂后 饰品 选项	2	2	AbEvents-walpu8.json
Exhilarating Edutainment Featuring Excess Violence!	寓教于揍的有趣游戏！	0	4	AbEvents.json
Who Judges the Judge	审判审判官之人	2	2	AbEvents.json
Rite of Suppuration	溃烂仪式	2	2	AbEvents.json
Rite of Confrontation	直面仪式	2	2	AbEvents.json
Rite of Penance	忏悔仪式	2	2	AbEvents.json
Rite of Conclusion	最终仪式	2	2	AbEvents.json
<color=#ebcaa2>Nothing happened.</color>	<color=#ebcaa2>什么都没有发生。</color>	0	4	AbEventsResultLog.json
Dongrang has been confronted	东朗被阻拦了	2	2	AbEventsResultLog.json
Physical Intervention Shield Activated	物理屏蔽力场已激活	2	2	AbEventsResultLog_walpu4.json
Take a general, sweeping look around the factory.	整体性地调查工厂。	0	4	AbEvents_Mirror4.json
Take a closer look at the factory owner and the employee.	仔细地调查厂长和员工。	0	4	AbEvents_Mirror4.json
Carnival of La Manchaland	拉·曼却领嘉年华游行	2	2	AbEvents_Mirror6.json
You know your stuff	你很懂行嘛	2	2	AbEvents_Ycgd.json
Bamboo-hatted Kim's Past 4	金笠的过去 4	2	2	AbEvents_exme.json
Ardor Blossom Moth Containment Breach	红焰蛾出逃	0	4	AbEvents_lcbcheckup-re.json
Eat it.	尝尝看。	2	2	AbEvents_lcbcheckup.json
Accept and investigate.	同意调查。	2	2	AbEvents_lcbcheckup.json
Post-Heishou Choice Development	黑兽选项后	2	2	AbEvents_night-clean-up-re.json
Oddly Familiar Boombox	似曾相识的音响	2	2	AbEvents_night-clean-up-re.json
Gallery of the Ring's School of Fauvism	野兽派环指画廊	0	4	AbEvents_twth.json
Hindley, The Reaved Lamenter	因被夺取而哭嚎的亨德利	0	4	AbnormalityGuides-a1c6p2.json
Peccatulum Pigritiae?	怠惰罪种?	0	4	AbnormalityGuides-a1c6p2.json
Peccatulum Morositatis?	忧郁罪种?	0	4	AbnormalityGuides-ycgd.json
Peccatulum Irae?	暴怒罪种?	0	4	AbnormalityGuides-ycgd.json
Baba Yaga-A	芭芭雅嘎-A	2	2	AbnormalityGuides.json
Baba Yaga-B	芭芭雅嘎-B	2	2	AbnormalityGuides.json
Feral Mane Corroded	野兽鬃毛的侵蚀者	3	1	AbnormalityGuides.json
Spiced-up Papa Bongy	香辣凤老爹	2	2	AbnormalityGuides.json
Human Offering	以人为祭	2	2	ActionEvents.json
The Chicken Strife	炸鸡对决	2	2	ActionEvents.json
Rusted Hilt Choice	锈蚀的刀柄 选项	2	2	ActionEvents_Mirror4.json
T Corp. Tax Collection	T公司税金征收	2	2	ActionEvents_Mirror4.json
The Timekilling Scene	时间杀人现场	2	2	ActionEvents_Mirror4.json
Bizarre Machine	奇妙的机器	2	2	ActionEvents_Mirror6.json
Worn Hilt Choice	陈旧的刀柄 选项	2	2	ActionEvents_Ycgd.json
Test of the Big Brother	大哥的试炼	0	4	BattleKeywords-BossRaid.json
Shade of Reflection [Tigerhunt]	映射[狩虎]	0	4	BattleKeywords-BossRaid.json
Shade of Reflection [Chachihu]	映射[插翅虎]	0	4	BattleKeywords-BossRaid.json
Shade of Reflection [Tiantui Star]	映射[天退星]	0	4	BattleKeywords-BossRaid.json
Uneven Breathing	粗重喘息	2	2	BattleKeywords-a1c5p3.json
Marked Prey	猎物标识	2	2	BattleKeywords-a1c6p2.json
Subject of Wrath	泄愤对象	2	2	BattleKeywords-a1c6p3.json
Excruciating Rage	充满痛苦的暴怒	2	2	BattleKeywords-a1c6p3.json
Courage to Approach	靠近的勇气	2	2	BattleKeywords-a1c6p3.json
Seized Wrath	紧握的暴怒	2	2	BattleKeywords-a1c6p3.json
Foolhardy Duel	鲁莽的决斗	2	2	BattleKeywords-a1c7p1.json
An Actual Bear	真正的熊	2	2	BattleKeywords-a1c7p1.json
Deep Laceration	深度裂伤	2	2	BattleKeywords-a1c7p1.json
Bloodwoven Thorn	血编荆棘	2	2	BattleKeywords-a1c7p2.json
Bloodmolded Thorn	血塑荆棘	2	2	BattleKeywords-a1c7p2.json
Imperfect Parade	不完善的游行	2	2	BattleKeywords-a1c7p2.json
Unstoppable Bliss	无法停止的欢喜	2	2	BattleKeywords-a1c7p2.json
Box of Curses	诅咒包裹	2	2	BattleKeywords-a1c7p3.json
Shimmering【Bloodfiend】	摇曳【血魔】	0	4	BattleKeywords-a1c7p3.json
Dreamy Hesitation	如在梦中的犹豫	2	2	BattleKeywords-a1c7p3.json
Polydipsic Rose	饥渴的玫瑰	2	2	BattleKeywords-a1c7p3.json
Rose Wedge	玫瑰之楔	2	2	BattleKeywords-a1c7p3.json
The Endless Wheel	不停旋转的摩天轮	2	2	BattleKeywords-a1c7p3.json
Returning Bloodlust III	复还的血之冲动III	2	2	BattleKeywords-a1c7p3.json
Congealing Blood	正在凝固的血	2	2	BattleKeywords-a1c7p3.json
