# en	cn	source	id
Gathering Lightning Cloud	雷云汇集	BattleKeywords_Refraction4.json	ThundercloudFormation
Bandages of the King in Binds	受缚之王的绷带	BattleKeywords_Refraction4.json	BandageOfTheBoundKing
Moment of Audience	觐见之时	BattleKeywords_Refraction4.json	ComeForwardToTheKing
Refracted Determination	折射的意志	BattleKeywords_Refraction4.json	RefractedWill
Peccatulum Invidiae Class 2	嫉妒罪种 2型	BattleKeywords_Refraction4.json	VioletPeccatulumTwo
Grand Welcome	盛情款待	BattleKeywords_Refraction4.json	BigWelcome
#1 Deployment Effect	第1顺位效果	BattleKeywords_Refraction4.json	Refraction4A
#2 Deployment Effect	第2顺位效果	BattleKeywords_Refraction4.json	Refraction4B
#3 Deployment Effect	第3顺位效果	BattleKeywords_Refraction4.json	Refraction4C
#4 Deployment Effect	第4顺位效果	BattleKeywords_Refraction4.json	Refraction4D
#5 Deployment Effect	第5顺位效果	BattleKeywords_Refraction4.json	Refraction4E
#6 Deployment Effect	第6顺位效果	BattleKeywords_Refraction4.json	Refraction4F
#7 Deployment Effect	第7顺位效果	BattleKeywords_Refraction4.json	Refraction4G
#8 Deployment Effect	第8顺位效果	BattleKeywords_Refraction4.json	Refraction4H
#9 Deployment Effect	第9顺位效果	BattleKeywords_Refraction4.json	Refraction4I
#10 Deployment Effect	第10顺位效果	BattleKeywords_Refraction4.json	Refraction4J
#11 Deployment Effect	第11顺位效果	BattleKeywords_Refraction4.json	Refraction4K
#12 Deployment Effect	第12顺位效果	BattleKeywords_Refraction4.json	Refraction4L
Poised Showdown	决战的呼吸法	BattleKeywords_Refraction4.json	BreathSupport
Resilient Determination	坚定的意志	BattleKeywords_Refraction4.json	FirmWill
Infliction Refraction	施加量折射	BattleKeywords_Refraction5.json	MRR501
Gain Refraction	获得量折射	BattleKeywords_Refraction5.json	MRR502
Refracted Mind	折射的理智	BattleKeywords_Refraction5.json	MRR503
버프 이름	버프 이름	BattleKeywords_Refraction5.json	MRR504
Refracted Charge	折射的充能	BattleKeywords_Refraction5.json	MRR505
Refracted Burst	折射的爆发	BattleKeywords_Refraction5.json	MRR506
Refracted Rupture	折射的破裂	BattleKeywords_Refraction5.json	MRR507
Refracted Sinking	折射的沉沦	BattleKeywords_Refraction5.json	MRR508
Weakness Destroyed	弱点破坏	BattleKeywords_Refraction5.json	MRR509
Nebulizer	雾化吸入器	BattleKeywords_Refraction5.json	MRR510
The Lone Gunman	孤独的射手	BattleKeywords_Refraction5.json	MRR511
Lasting Battle Spirit	延续斗志	BattleKeywords_Refraction5.json	MRR512
Resource Reaping	资源收获	BattleKeywords_Refraction5.json	MRR513
Dogged Defense	顽强防御	BattleKeywords_Refraction5.json	MRR515
Life or Death	生死决断	BattleKeywords_Refraction5.json	MRR516
Wrathful Counter	愤怒的反击	BattleKeywords_Refraction5.json	MRR517
Pendant of Nostalgia	追忆吊坠	BattleKeywords_Refraction5.json	MRR518
Fell Bullet Deluge	凶弹倾泻	BattleKeywords_Refraction5.json	MRR520
HP Manipulation	体力扭曲	BattleKeywords_Refraction5.json	MRR521
Perilous Contest	危险竞赛	BattleKeywords_Refraction5.json	MRR522
Bloody Banquet	染血宴会	BattleKeywords_Refraction5.json	MRR523
Festival of Blood	血之庆典	BattleKeywords_Refraction5.json	MRR524
Refracted Slash	折射的斩击	BattleKeywords_Refraction5.json	MRR526
Refracted Pierce	折射的突刺	BattleKeywords_Refraction5.json	MRR527
Refracted Blunt	折射的打击	BattleKeywords_Refraction5.json	MRR528
Growth Refraction I	生长折射 I	BattleKeywords_Refraction5.json	MRR529
Growth Refraction II	生长折射 II	BattleKeywords_Refraction5.json	MRR530
버프 이름	增益名称	BattleKeywords_Refraction5.json	MRR531
Resource Vaporization	资源挥发	BattleKeywords_Refraction5.json	MRR532
Blossomed Blood	绽放之血	BattleKeywords_Refraction5.json	MRR533
Refracted Rage	折射的愤怒	BattleKeywords_Refraction5.json	MRR536
HP Refraction II	体力折射 II	BattleKeywords_Refraction5.json	MRR537
Health Refraction	体力折射	BattleKeywords_Refraction5.json	MRR542
Lasting Determination	延续意志	BattleKeywords_Refraction5.json	MRR543
Power Roulette	威力轮盘赌	BattleKeywords_Refraction5.json	MRR544
Glass Cannon	玻璃大炮	BattleKeywords_Refraction5.json	MRR545
High-risk	高风险	BattleKeywords_Refraction5.json	MRR546
Moderate Risk	中等风险	BattleKeywords_Refraction5.json	MRR550
Refracted Bleed	折射的流血	BattleKeywords_Refraction5.json	MRR551
Active Buffs	生效的增益	BattleKeywords_Refraction5.json	MRR5BaseP
Active Trials	生效的苦难	BattleKeywords_Refraction5.json	MRR5BaseN
A Single Breath	一次呼吸	BattleKeywords_Refraction5.json	MRR553
Clash Power Refraction	拼点威力折射	BattleKeywords_Refraction5.json	MRR555
Refracted Poise	折射的呼吸法	BattleKeywords_Refraction5.json	MRR557
Refracted Wrath	折射的暴怒	BattleKeywords_Refraction5.json	MRR558
Refracted Lust	折射的色欲	BattleKeywords_Refraction5.json	MRR559
Refracted Sloth	折射的怠惰	BattleKeywords_Refraction5.json	MRR560
Refracted Gluttony	折射的暴食	BattleKeywords_Refraction5.json	MRR561
Refracted Gloom	折射的忧郁	BattleKeywords_Refraction5.json	MRR562
Refracted Pride	折射的傲慢	BattleKeywords_Refraction5.json	MRR563
Refracted Envy	折射的嫉妒	BattleKeywords_Refraction5.json	MRR564
Comfy	安乐	BattleKeywords_Refraction5.json	MRR565
Hostile Refraction	攻击性折射	BattleKeywords_Refraction5.json	MRR566
Defensive Refraction	防御折射	BattleKeywords_Refraction5.json	MRR568
Damage Refraction	伤害折射	BattleKeywords_Refraction5.json	MRR569
Sunset Wayfarer's Sap	晚霞旅人的树液	BattleKeywords_Refraction6.json	NoeulNageuneBuffA3
Sunset Wayfarer's Moth	晚霞旅人的蛾	BattleKeywords_Refraction6.json	NoeulNageuneBuffB3
Incandescent Scale Dust	灼热的鳞粉	BattleKeywords_Refraction6.json	HeatedWingScalesExplain
Acuate Scale Dust	锐利的鳞粉	BattleKeywords_Refraction6.json	TransparentWingScalesExplain
Rusted Scale Dust	锈蚀的鳞粉	BattleKeywords_Refraction6.json	RustedWingScalesExplain
In the Past (Deactivated)	过去状态（已禁用）	BattleKeywords_Refraction6.json	StackPast
In the Present (Deactivated)	现在状态（已禁用）	BattleKeywords_Refraction6.json	StackPresent
In the Future (Deactivated)	未来状态（已禁用）	BattleKeywords_Refraction6.json	StackFuture
In the Past	过去状态	BattleKeywords_Refraction6.json	StackPastActivate
In the Present	现在状态	BattleKeywords_Refraction6.json	StackPresentActivate
In the Future	未来状态	BattleKeywords_Refraction6.json	StackFutureActivate
Temporal Disjunction	时间背离	BattleKeywords_Refraction6.json	TimeGap
Dragon's Blood [龍血]	龙血	BattleKeywords_Refraction6.json	CondensedBloodRefraction
Dragon's Spirit [龍氣]	龙气	BattleKeywords_Refraction6.json	YesdragonPower
Capricious Mercy	变化无常的慈悲	BattleKeywords_Refraction6.json	YesdragonWind
"It"	鬼	BattleKeywords_Refraction6.json	TagGameBuff
Scaleclad	覆盖的鳞片	BattleKeywords_Refraction6.json	YesdragonScale
Suppressed Might	被抑制的力量	BattleKeywords_Refraction6.json	MiddleFingerLeashBuff
Kumo no Ito · otI on akA	蛛丝赤	BattlePass-a1c9.json	battlepass_season_7
- Until Season 8 Update	- 到第8赛季开始前	BattlePass-a1c9.json	until_season_7_start
Until Season 8	到第8赛季开始前	BattlePass-a1c9.json	until_season_7_end_on_shop
Battle Pass	战斗通行证	BattlePass.json	battlepass_battlepass
Pass Missions	通行证任务	BattlePass.json	battlepass_passmission
Daily	日常任务	BattlePass.json	battlepass_dailymission
Weekly	周常任务	BattlePass.json	battlepass_weeklymission
Seasonal	赛季任务	BattlePass.json	battlepass_seasonmission
Paid {0} Free {1}	付费{0} 免费{1}	BattlePass.json	battlepass_freeandpaid
Regular	常规	BattlePass.json	battlepass_mission_tag_normal
Combat	战斗	BattlePass.json	battlepass_mission_tag_battle
{0} days {1} hours left	剩余{0}天{1}小时	BattlePass.json	battlepass_remain_time
Limbus Pass Rewards Available	可以领取边狱通行证奖励	BattlePass.json	battlepass_limbus_pass_benefit_reward
Max Pass Level Reward Upgraded	通行证超额奖励增加	BattlePass.json	battlepass_limbus_pass_benefit_ex_reward
Pass Level-up	通行证等级提升	BattlePass.json	battlepass_level_up
Level up the Pass using [Paid Lunacy]?	要消耗[付费狂气]来提升通行证等级吗？	BattlePass.json	battlepass_level_up_ask
Pass Level Up	通行证等级提升	BattlePass.json	battlepass_level_upgrade
<color=#f8c200>Max Pass Level</color> reached.	已达到<color=#f8c200>最高等级</color>。	BattlePass.json	battlepass_level_max
Cannot Purchase Pass Level	无法购买通行证等级	BattlePass.json	battlepass_purchase_level_up_failed
Insufficient Paid Lunacy	付费狂气不足	BattlePass.json	lack_if_paid_lunacy
{0}d left	剩余{0}天	BattlePass.json	remain_days_with_label
{0}h left	剩余{0}小时	BattlePass.json	remain_hours_with_label
{0}m left	剩余{0}分	BattlePass.json	remain_minutes_with_label
Progress Updated	通行证经验上升	BattlePass.json	update_progress
Eligible for Max Pass Level rewards	可以领取战斗通行证超额奖励	BattlePass.json	able_to_acquire_ex_pass_level_reward
Spend {0} Paid Lunacy to purchase Pass Levels?	要消耗 {0} 付费狂气来购买通行证等级吗？	BattlePass.json	ask_to_use_paid_lunacy_to_level_up_pass
Buy Pass Levels	购买通行证等级	BattlePass.json	battlepass_purchase_level_up
You don’t have enough paid Lunacy.	付费狂气不足。	BattlePass.json	lack_of_paid_lunacy
※ Purchasing Battle Pass Levels costs 300 Paid Lunacy.	※购买通行证等级需要花费300付费狂气。	BattlePass.json	only_paid_lunacy_for_battlepass_levelup
Buy	购买	BattlePass.json	buy_battlepass_word
Max Pass Level Reward	通行证超额奖励	BattlePass.json	battlepass_level_ex_reward
Battle Pass XP	通行证经验	BattlePass.json	battlepass_progress
Free	免费	BattlePass.json	battlepass_free
Limbus Pass	边狱通行证	BattlePass.json	battlepass_limbuspass
Max Level Reached	已达到最高等级	BattlePass.json	battlepass_unable_levelup_by_level
{0} Update	{0} 更新	BattlePass.json	battlepass_reward_opened_at
<font="BebasKai SDF">LIMBUS PASS</font> Package	边狱通行证组合包	BattlePass.json	battlepass_package_purchase
+ [LIMBUS PASS] Activation	+ [边狱通行证] 赠品	BattlePass.json	battlepass_package_desc_banner
Spend {0} Paid Lunacy to purchase this Package?	要消耗 {0} 付费狂气来购买这个组合包吗？	BattlePass.json	battlepass_package_ask_purchase
Select Pass/Package	选择通行证/组合包	BattlePass.json	battlepass_select_product_popup_title
※ Purchasing a Pass Level costs {0} Paid Lunacy.	※购买 1 通行证等级需要花费{0}付费狂气。	BattlePass.json	only_paid_lunacy_for_battlepass_levelup_with_number
Various Rewards
Including the Special Banner	附带特别横幅
可获得各种奖励	BattlePass.json	battle_pass_package_button_desc
~ Until Season 4 Update	~ 到第4赛季开始前	BattlePass.json	until_season_4_start
Until Season 6 Update	到第6赛季开始前	BattlePass.json	until_season_5_start
Various rewards included in the Limbus Pass	可以领取边狱通行证奖励	BattlePass.json	battlepass_purchase_desc_pass
Immediately gain 10 Pass Levels upon purchase	购买后立即提升10通行证等级	BattlePass.json	battlepass_purchase_desc_pass_level
Level Boost Ticket VI	人格等级直升券VI	BattlePass.json	battlepass_purchase_desc_level_ticket
Limbus Pass Package Special Banner	边狱组合包特别横幅	BattlePass.json	battlepass_purchase_desc_special_banner
{0} Owned	持有{0}	BattlePass.json	owned_count
10% Discount	10%折扣	BattlePass.json	battle_pass_sale_10
- Until Season 7 Update	- 到第7赛季开始前	BattlePass.json	until_season_6_start
Season 6: Zàng Huā Yín	第6赛季：葬花吟	BattlePass_Banner-a1c8.json	battlepass_season_6
Clear any stage {0} time(s)	清剿{0}次任意关卡	BattlePass_Mission.json	CLEAR_STAGE
Defeat {0} enemies	击败{0}个敌人	BattlePass_Mission.json	KILL_ENEMY_ANY
Suppress {0} Abnormalities	镇压{0}个异想体	BattlePass_Mission.json	KILL_ENEMY_ABNORMALITY
Have {1} in battle {0} time(s)	派遣{1}进行{0}场战斗	BattlePass_Mission.json	SOMEONE_PARTICIPATED_IN_BATTLE
Enter the Mirror Dungeon {0} time(s)	进入镜像迷宫{0}次	BattlePass_Mission.json	MIRROR_DUNGEON_TRY
Clear Mirror Dungeons {0} time(s)	清剿镜像迷宫{0}次	BattlePass_Mission.json	MIRROR_DUNGEON_CLEAR
Reach Battle Pass Level {0}	战斗通行证等级达到{0}	BattlePass_Mission.json	BATTLEPASS_LEVELUP
Use Ryōshū’s 4th Match Flame {0} time(s)	使用{0}次良秀的“第四根火柴之焰”E.G.O	BattlePass_Mission.json	USE_EGO_20402
Have Gregor as the Announcer {0} time(s)	让格里高尔进行{0}次播报	BattlePass_Mission.json	USE_ANNOUNCER_2
{0} daily log-ins	每日登录{0}次	BattlePass_Mission.json	LOGIN_ONCE
{0} total daily log-ins	累计登录达到{0}天	BattlePass_Mission.json	LOGIN_MULTIPLE
Clear EXP Luxcavation {0} time(s)	清剿经验采光{0}次	BattlePass_Mission.json	EXPDUNGEON_CLEAR
Clear Thread Luxcavation {0} time(s)	清剿纺锤采光{0}次	BattlePass_Mission.json	THREADDENGEON_CLEAR
Assemble {0} Enkephalin Module(s)	制作脑啡肽模块{0}次	BattlePass_Mission.json	PURCHASE_ENKEPHALIN_MODULE
(더미)	(더미)	BattleResultHint-a1c9p3.json	battleTip_none
Try prioritizing enemies with low HP first.	推荐优先击杀体力较低的敌方单位。	BattleResultHint-a1c9p3.json	battleTip_10943_2
Nursefathers are difficult enemies for the Sinners.	父辈是罪人难以应对的敌人。	BattleResultHint-a1c9p3.json	battleTip_10938_1
Reduce The Thumb Apprentice's HP to below half.	需要将拇指子辈的体力减少至一半以下。	BattleResultHint-a1c9p3.json	battleTip_10942_phase1_2
N Corp. Staff reinforcements occur only in N Corp.	后续人员补充只会在N公司发生。	BattleResultHint-exme.json	battleTip_912710_3
Organization Compulsion	整理强迫	Bufs-a1c6p1.json	CleanUp_LowMorale
Splitting	分裂	Bufs-a1c6p1.json	Unstable_LowMorale
Bereavement	丧失	Bufs-a1c6p1.json	AaCfPaBa
Revenge	复仇	Bufs-a1c6p2.json	Vengeance_LowMorale
Misshapen Painting	凌乱的绘画	Bufs-a1c6p2.json	AaCfPbBg
Hatred	憎恶	Bufs-a1c6p2.json	AaCfPbBi
Resanguination	呈血	Bufs-a1c7p3.json	BloodringUp_LowMorale
... for my Family, as their Father...	作为父亲，为了家人…	Bufs-a1c7p3.json	WeightOfResponsibility_Panic
Textbook	教材	Bufs-a1c9p1.json	TeachersPet_LowMorale
Time Relief Entitlement	时间救援目标	Bufs-tkt.json	TimeKillerWatch
E.G.O Corrosion	E.G.O侵蚀	Bufs.json	EgoErode
Atrophied (Low Morale)	畏缩(士气低落)	Bufs.json	Daunted_LowMorale
Atrophied	畏缩	Bufs.json	Daunted_Panic
Overwhelmed (Low Morale)	无措(士气低落)	Bufs.json	Overwhelm_LowMorale
Overwhelmed	无措	Bufs.json	Overwhelm_Panic
Agitated	愤怒	Bufs.json	Anger_LowMorale
Running	溃退	Bufs.json	Run_LowMorale
Immobilized	无法行动	Bufs.json	Inactible
Event Effect	事件效果	Bufs.json	Choice_1030301
Kromer’s Whistles	克罗默的哨音	Bufs.json	ReinforcedAssemble
Constricting Desires	紧缚欲望	Bufs.json	GreedyReady
Rotting Skin	腐化外皮	Bufs.json	Decay
Accept the Pain!	接受痛苦吧！	Bufs.json	Cromer_Boredom
Hardening	硬化	Bufs.json	Hardening
Perfect Shell	完整外壳	Bufs.json	Perfected
Courage to Triumph Fear	战胜恐惧的勇气	Bufs.json	Whistle_Courage
Fearsome Whistles	令人恐惧的哨音	Bufs.json	Whistle_Fear
Offense Level+	攻击等级 +	Bufs.json	AttackLevelAdder
Poultry Apocalypse	鸡群的末日菜肴	Bufs.json	Weak_Chicken
Unvented Anger	难以言表的愤怒	Bufs.json	Strong_Chicken
Piece of a Broken Bond	破碎纽带的残片	Bufs.json	EgoAwakenDongrangShardOfBrokenConnection
Unknown Wound	未知的伤口	Bufs.json	Choice_1040301
Mirror of Mirrors - F2	镜中之镜 - 第二层	Bufs.json	S2Mirror2ndFloor
Mirror of Mirrors - F3	镜中之镜 - 第三层	Bufs.json	S2Mirror3rdFloor
Mirror of Mirrors - F4	镜中之镜 - 第四层	Bufs.json	S2Mirror4thFloor
Mirror of Mirrors - F5	镜中之镜 - 第五层	Bufs.json	S2Mirror5thFloor
Meshed Possibilities	概率坍缩	Bufs.json	StickCoinHeadAndTailToMaxPer
Stalwart Spirit	坚韧不拔	Bufs.json	RemoveBreakSection
Mirror of Mirrors Hard - F2	镜中之镜困难 - 第二层	Bufs.json	S2Mirror2ndFloor_Hard
Mirror of Mirrors Hard - F3	镜中之镜困难 - 第三层	Bufs.json	S2Mirror3rdFloor_Hard
Mirror of Mirrors Hard - F4	镜中之镜困难 - 第四层	Bufs.json	S2Mirror4thFloor_Hard
Mirror of Mirrors Hard - F5	镜中之镜困难 - 第五层	Bufs.json	S2Mirror5thFloor_Hard
Mirror of Mirrors Hard - F1	镜中之镜困难 - 第一层	Bufs.json	S2Mirror1stFloor_Hard
Cycle	巡回	Bufs.json	RailBuffForLine2_A_ENEMY
Opportunistic	机会主义	Bufs.json	RailBuffForLine2_B_ENEMY
Accelerating	加速	Bufs.json	RailBuffForLine2_D_ENEMY
Inhaling	吸血	Bufs.json	RailBuffForLine2_E_ENEMY
Thirsting	饥渴	Bufs.json	RailBuffForLine2_F_ENEMY
Wrath Boost	暴怒强化	Bufs.json	RailBuffForLine2_D_ALLY
Lust Boost	色欲强化	Bufs.json	RailBuffForLine2_E_ALLY
Sloth Boost	怠惰强化	Bufs.json	RailBuffForLine2_F_ALLY
Gluttony Boost	暴食强化	Bufs.json	RailBuffForLine2_G_ALLY
Gloom Boost	忧郁强化	Bufs.json	RailBuffForLine2_H_ALLY
Pride Boost	傲慢强化	Bufs.json	RailBuffForLine2_I_ALLY
Envy Boost	嫉妒强化	Bufs.json	RailBuffForLine2_J_ALLY
Heal All	全体恢复	Bufs.json	RailBuffForLine2_K_ALLY
Heal Selected	选择恢复	Bufs.json	RailBuffForLine2_L_ALLY
Resurrect	复活	Bufs.json	RailBuffForLine2_T_ALLY
Burn Boost	烧伤强化	Bufs.json	RailBuffForLine2_M_ALLY
Bleed Boost	流血强化	Bufs.json	RailBuffForLine2_N_ALLY
Tremor Boost	震颤强化	Bufs.json	RailBuffForLine2_O_ALLY
Rupture Boost	破裂强化	Bufs.json	RailBuffForLine2_P_ALLY
Sinking Boost	沉沦强化	Bufs.json	RailBuffForLine2_Q_ALLY
Poise Boost	呼吸法强化	Bufs.json	RailBuffForLine2_R_ALLY
Charge Boost	充能强化	Bufs.json	RailBuffForLine2_S_ALLY
Blunt Power Down	打击威力降低	Bufs.json	HitResultDown
Pierce Power Down	突刺威力降低	Bufs.json	PenetrateResultDown
Slash Power Down	斩击威力降低	Bufs.json	SlashResultDown
Wrath Power Down	暴怒威力降低	Bufs.json	CrimsonResultDown
Lust Power Down	色欲威力降低	Bufs.json	ScarletResultDown
Gluttony Power Down	暴食威力降低	Bufs.json	ShamrockResultDown
Sloth Power Down	怠惰威力降低	Bufs.json	AmberResultDown
Gloom Power Down	忧郁威力降低	Bufs.json	AzureResultDown
Pride Power Down	傲慢威力降低	Bufs.json	IndigoResultDown
Envy Power Down	嫉妒威力降低	Bufs.json	VioletResultDown
Assistant Librarian of History	历史层助理司书	Bufs.json	LibrarianOfHistoryNormal
Librarian of History	历史层司书	Bufs.json	LibrarianOfHistoryHard
Bottomless Hunger	难以餍足	Bufs.json	PriceOfCare
Unending Bereavement	无尽的丧失感	Bufs.json	AaCfPaBa_Alt1
Behead Heathcliffs	斩首希斯克利夫	Bufs.json	AaCfPaBa_Alt2
Pouring Wrath	宣泄的暴怒	Bufs.json	AaCfPcBa_Alt1
Affection and Hatred	爱与憎	Bufs.json	AaCfPcBa_Alt3
Faded Promise	褪色的约定	Bufs.json	AaCfPcBa_Alt4
Base Combat Gear	基础战斗装备	Bufs_Mirror4.json	MDEMdc
Damage Taken Down	受到的伤害降低	Bufs_Mirror4.json	MDHMae
Headstrong II	顽强II	Bufs_Mirror5.json	MD549
Resilient XIV	强韧XIV	Bufs_Mirror6.json	MD6122
Inflict Status Effect	增加异常状态	Bufs_Mirror7.json	MD7Limit141
Mirror Refraction	折射	Bufs_Refraction2.json	RailLine2Buff
HP Refraction I	体力折射 I	Bufs_Refraction5.json	MRR542
Targeting Settings	目标设置	Bufs_Refraction5.json	FellBulletGroggy
Refracted Determination	折射的斗志	Bufs_Refraction5.json	MRR552
Select Sapling of Light Ability	选择光之树苗能力	DanteAbilityUIText.json	danteAbility_UIPopup_Title
