# en	cn	en_hits	cn_hits	source	id
Flower-burying Wedge [埋花櫼]	葬花楔	0	9	BattleKeywords.json	DragonLance
Refracted Determination	折射的意志	3	6	BattleKeywords_Refraction4.json	RefractedWill
Atrophied	畏缩	3	6	Bufs.json	Daunted_Panic
Forward Base	前进基地	7	2	DungeonArea1-2.json	dungeon_1_2_0212
Hill of Corpses	死尸之丘	8	1	DungeonArea1-3.json	dungeon_1_3_0302
Sublimity	壮观	3	6	EGOgift_MirrorDungeon-EventTheme.json	9717
Resplendence	绝景	2	7	EGOgift_MirrorDungeon-EventTheme_2.json	9783
Melted Eyeball	融化的眼球	4	5	EGOgift_MirrorDungeon.json	9024
Cigarette Holder	烟斗	1	8	EGOgift_MirrorDungeon.json	9046
Heart-breaking Sword	毁心之剑	4	5	Enemies-walpu6.json	1225
Heart-tearing Sword	裂心之剑	4	5	Enemies-walpu6.json	1226
Heart-piercing Sword	穿心之剑	4	5	Enemies-walpu6.json	1227
Lobotomy E.G.O::Red Sheet	脑叶公司E.G.O::朱符	0	9	Enemies.json	90059
3★ Guarantee Decaextraction Ticket	3★人格必得十连提取券	0	9	Items.json	103
Yisang [Ideality]	[理想]	0	9	Items.json	4
Takeoff Module - E.G.O Spinning [HE] x1	跳跃成长模组 - E.G.O解析 [HE]	0	9	Items.json	234
Burnt-in Lens	烧制的透镜	4	5	Items.json	20045
Melty Eyeball	融化的眼球	4	5	MirrorDungeonAbName.json	mirrordungeon_egogift_temp_ab_name_9024
The Unchanging	无改变者	4	5	MirrorDungeonTheme-1.json	1012
Unrelenting Might	破竹之势	1	8	MirrorDungeonTheme-1.json	1408
Murder on the WARP Express BokGak	WARP快车谋杀案 复刻	0	9	MirrorDungeonTheme-1.json	1123
Perseverance	精雕细琢	8	1	MirrorDungeonUI_2.json	mirror_dungeon_3_buffs_title_10
Engrave Stars	镌星	4	5	MirrorDungeonUI_3.json	mirror_dungeon_3_purchase_start_buff
Featured E.G.O Gifts	出现E.G.O饰品	2	7	MirrorDungeonUI_4.json	mirrordungeon_theme_pack_ego_gift
Ritornello	难易度：Ritornello	8	1	MirrorDungeonUI_4.json	ritournelle_difficulty
Tier 1 + Tier 3	1级 + 3级	0	9	MirrorDungeonUI_4.json	new_ego_gift_combine_guide_table_2_desc_3_0
Forecasts	预期结果	8	1	MirrorDungeonUI_4.json	expected_result
Completionist	完成度	3	6	MirrorDungeonUI_5_InfinityFloor.json	mirrordungeon_mission_category_title_MIRROR_DUNGEON5_ALL
Return to Stage Select	前往关卡入场界面	3	6	MirrorDungeonUI_6.json	mirror_dungeon_ask_after_defeat_return_title
Cannot Purchase	无法购买	4	5	MirrorDungeonUI_7.json	mirror_dungeon_shop_cannot_detect_personality_skill_desc
Bloody Tears	血泪	3	6	Passives.json	999903
Obsidian Stormrider [黑風馬脚]	黑风马蹄	0	9	Passives.json	1011401
Inadequate Defense Mechanism	简陋的防御机制	4	5	Passives_Abnormality-a1c9p3.json	137807
Stored Blood	寄宿之血	8	1	Passives_Abnormality-mowe-re.json	123801
Thirst for Blood	血之渴求	5	4	Passives_Abnormality-mowe.json	9014502
Hollow Pride	空洞的自尊	4	5	Passives_Abnormality-walpu6.json	122303
Last Struggle	最后的挣扎	3	6	Passives_Abnormality.json	804603
Like the Naraka of Avīci and Raurava [阿鼻叫喚]	阿鼻叫唤	0	9	Passives_Assist-a1c9p3.json	40001502
It's... you...	是你…	1	8	Passives_Enemy-a1c6p1.json	9011601
Yo...	除…	2	7	Passives_Enemy-a1c6p3.json	9013602
Now's Our Chance	机会来了	2	7	Passives_Enemy-cultivation.json	9021501
for this battle	于本站	8	1		
Recommended Level & Tier	入场推荐配置	0	9	RailwayDungeonUI_1001.json	railway_dungeon_advice_level_title
Select Buffs	选择增益	5	4	RailwayDungeonUI_5.json	railway_5_select_buff_title
Sinner Status	罪人当前状况	8	1	RailwayDungeonUI_6.json	railway_6_check_first_stage_unit_hp_mp
Setting Sail	启航	4	5	StageNode-a1c5p1.json	10501
Glass Pods	玻璃管	3	6	StageNode-a1c6p2.json	10624
Abikyōkan	阿鼻叫唤	0	9	StageNode-a1c9p1.json	10905
Happy New Year	新年	1	8	StageNode91-16.json	911601
War Hero	战争英雄	4	5	UnitKeyword-a1c9p3.json	UnitKeyword_WAR_HERO
Enter The Last Knight	最后的骑士之现身	4	4	AbEvents-pilgrimage.json	12880101
Tango of Poultry Passion	鸡群的激情探戈	4	4	AbEvents.json	91030201
Bamboo-hatted Kim's Past 1	金笠的过去 1	4	4	AbEvents_Mirror7.json	97111001
Bamboo-hatted Kim's Past 2	金笠的过去 2	4	4	AbEvents_Mirror7.json	97111101
Faelantern Containment Breach	精灵提灯出逃	4	4	AbEvents_lcbcheckup-re.json	97110101
Post-choice Development	选项后文字	4	4	AbEvents_lcbcheckup-re.json	97110302
Mimicry Corroded	拟态侵蚀者	4	4	AbnormalityGuides.json	8024
Noise Panic	噪音恐慌	4	4	BattleKeywords-a1c5p2.json	AaCePbBb
Lightning of Suffering	苦痛之雷	4	4	BattleKeywords-a1c6p3.json	AaCfPcBm
Superthermogenesis	高温装置	4	4	BattleKeywords-a1c6p3.json	AaCfPcBi
A Drop of Nourishment	一滴养分	4	4	BattleKeywords-a1c7p3.json	OneDropNutrition
Severing Slash [切斬]	切斩	0	8	BattleKeywords-a1c8p3.json	Bothersome
Chesed's Mercy	Chesed的慈悲	4	4	BattleKeywords-a1c8p3.json	Chesed_Mercy
Precious Jade's Cradle	宝玉摇篮	4	4	BattleKeywords-a1c8p3.json	ExpensiveJade
Boiling Wrath	喷涌的暴怒	4	4	BattleKeywords-a1c9114.json	A1c971a
Crushed Bloodthirst	深深压抑的杀气	4	4	BattleKeywords-a1c9116.json	WeighedMurderousIntend
Severed Tendon	肌腱切断	4	4	BattleKeywords-a1c9p1.json	SeveredTendon
Prescript: [Paper Slip] II	指令[纸条]II	0	8	BattleKeywords-a1c9p1.json	IndexPrescriptFaust_1
Prescript: [Device] III	指令[终端]III	0	8	BattleKeywords-a1c9p2.json	IndexPrescriptStudent_2
Prescript: [Device] IV	指令[终端]IV	0	8	BattleKeywords-a1c9p2.json	IndexPrescriptStudent_3
Faith Beyond Question	理所应当的信念	4	4	BattleKeywords-a1c9p2.json	Blandishment_Enemy
E.G.O Attunement Overload	E.G.O感应度 过载	4	4	BattleKeywords-a1c9p3.json	LvUpHohenheimBigBird_Over
Gebura's Blade	Gebura之刃	4	4	BattleKeywords-a1c9p3.json	Gebura_Reinforcement
First Seal Removed	1阶段 封印解除	4	4	BattleKeywords-a1c9p3.json	MiddleFatherSwordTwo
Second Seal Removed	2阶段 封印解除	4	4	BattleKeywords-a1c9p3.json	MiddleFatherSwordThree
Desire for Acknowledgement	认可欲	4	4	BattleKeywords-a1c9p3.json	EsteemNeeds
Indulgence in Prescripts	指令成瘾	4	4	BattleKeywords-a1c9p3.json	BlackNightmare
Avulsion Wound	撕裂的伤口	4	4	BattleKeywords-exme.json	ScratchesHurt
Infighting	内部分裂	4	4	BattleKeywords-tkt.json	UnfairDistribution
Red Eyes - Alert	赤瞳-警戒	0	8	BattleKeywords-walpu4.json	RedEyeSecond
Red Eyes - Devouring	赤瞳-捕食	0	8	BattleKeywords-walpu4.json	RedEyeThird
Penitence - Periphery	忏悔-警戒	0	8	BattleKeywords-walpu4.json	PenanceSecond
Penitence - Confession	忏悔-告解	0	8	BattleKeywords-walpu4.json	PenanceThird
Protecting Sword	守护之剑	4	4	BattleKeywords-walpu6.json	ProtectiveSword
Piercing Sword	穿刺之剑	4	4	BattleKeywords-walpu6.json	PenetratingSword
Stun	晕眩	1	7	BattleKeywords.json	Stun
Gluttony DMG Up	暴食伤害强化	4	4	BattleKeywords.json	ShamrockDamageUp
Photopia	眩目	2	6	BattleKeywords.json	Choice_901009
Gluttony Power Up	暴食威力提升	4	4	BattleKeywords.json	ShamrockResultUp
Earnest Accomplishment	恳切的成就	4	4	BattleKeywords.json	DistortedDongrangEarnestAchievement
Rupture Protection	破裂守护	4	4	BattleKeywords.json	BurstProtection
Pride Power Up	傲慢威力提升	4	4	BattleKeywords.json	IndigoResultUp
Marksman's Bullet	射手的弹药	4	4	BattleKeywords.json	FreishutzOutisEgoBulletCnt
Fairy Lure	诱饵精灵	4	4	BattleKeywords.json	GlowingLantern
Battle Ready	临战准备	4	4	BattleKeywords.json	EngageToBattle
Sibling Vengeance Mark	兄弟姐妹们的报复对象	4	4	BattleKeywords.json	RetaliationBookFamily
Centipede Venom	百足剧毒	4	4	BattleKeywords.json	CentipedePoison
Hardened Shell-Barrier	硬化屏障	4	4	BattleKeywords.json	CuredFilm
Ready to Loose	狙击姿势	4	4	BattleKeywords.json	SnipingArrowMode
Deep Wound	深度创伤	4	4	BattleKeywords.json	CriHurtNightStiletto
High-voltage Exoskeleton	高压外壳	4	4	BattleKeywords.json	HighVoltageExoshell
Charged Sting	电荷针	4	4	BattleKeywords.json	ChargedSting
Réflexion	反思	0	8	BattleKeywords.json	TestWaitDocentRodion
Inflict additional Sinking	沉沦追加	6	2	BattleKeywords_Mirror3.json	MDcFaBe
Final Power Up II	最终威力增幅 II	4	4	BattleKeywords_Mirror3.json	MDHcFcBb
Base Power Up I	基础威力增幅 I	2	6	BattleKeywords_Mirror3.json	MDHcFcBc
Base Power Up II	基础威力增幅 II	4	4	BattleKeywords_Mirror3.json	MDHcFcBd
Keen VI	锐利VI	2	6	BattleKeywords_Mirror5.json	MD561
Resilient VI	强韧VI	2	6	BattleKeywords_Mirror5.json	MD562
Body Up VI	肉体强化VI	2	6	BattleKeywords_Mirror5.json	MD563
Growth VI	生长VI	2	6	BattleKeywords_Mirror5.json	MD564
Final Power Up III	最终威力增强III	4	4	BattleKeywords_Mirror5.json	MD566
Base Power Up III	基础威力增强III	4	4	BattleKeywords_Mirror5.json	MD567
Final Power Up IV	最终威力增强IV	4	4	BattleKeywords_Mirror5.json	MD576
Clash Power Up VI	拼点威力增强VI	2	6	BattleKeywords_Mirror5.json	MD595
Final Power Up VI	最终威力增强VI	2	6	BattleKeywords_Mirror5.json	MD596
Base Power Up VI	基础威力增强VI	2	6	BattleKeywords_Mirror5.json	MD597
Incandescent Indulgence	光辉的饱腹感	4	4	BattleKeywords_Mirror6.json	VerShiningFullness
Plugged In	连接的插头	4	4	BattleKeywords_Refraction4.json	ConnectedPlug
Refracted Mind	折射的理智	6	2	BattleKeywords_Refraction5.json	MRR503
Refracted Charge	折射的充能	4	4	BattleKeywords_Refraction5.json	MRR505
Dogged Defense	顽强防御	4	4	BattleKeywords_Refraction5.json	MRR515
Perilous Contest	危险竞赛	4	4	BattleKeywords_Refraction5.json	MRR522
Bloody Banquet	染血宴会	4	4	BattleKeywords_Refraction5.json	MRR523
Power Roulette	威力轮盘赌	4	4	BattleKeywords_Refraction5.json	MRR544
Glass Cannon	玻璃大炮	4	4	BattleKeywords_Refraction5.json	MRR545
Incandescent Scale Dust	灼热的鳞粉	4	4	BattleKeywords_Refraction6.json	HeatedWingScalesExplain
Acuate Scale Dust	锐利的鳞粉	4	4	BattleKeywords_Refraction6.json	TransparentWingScalesExplain
Rusted Scale Dust	锈蚀的鳞粉	4	4	BattleKeywords_Refraction6.json	RustedWingScalesExplain
Bottomless Hunger	难以餍足	6	2	Bufs.json	PriceOfCare
Thumping of the Heart	能听到心跳声的地方	6	2	DungeonArea-a1c5p3.json	dungeon_1_5_0205
Waste Disposal	垃圾处理场	4	4	DungeonArea-a1c8p2.json	dungeon_1_8_0105
Defense Line 23-7 - 1300 Hours	第23-7 防线 13:00	0	8	DungeonArea1-1.json	dungeon_1_1_0304
Sealed Door	紧闭的大门	5	3	DungeonArea1-3.json	dungeon_1_3_0105
Church Corridor	地下教堂 走廊	4	4	DungeonArea1-3.json	dungeon_1_3_0201
Underground Church	地下教堂	2	6	DungeonArea1-3.json	dungeon_1_3_0206
Rearranged K Corp. Laboratory	重组的K公司研究所	4	4	DungeonArea1-4.json	dungeon_1_4_0102
Old Dopo Robe	陈旧的长袍	2	6	EGOgift_MirrorDungeon-EventTheme.json	9720
Silver Watch Case	银色的表壳	4	4	EGOgift_MirrorDungeon-EventTheme.json	9721
Faded Watch Case	褪色的表壳	4	4	EGOgift_MirrorDungeon-EventTheme.json	9722
Warning Notice	警告函	2	6	EGOgift_MirrorDungeon-EventTheme.json	9723
Chalice of Trickle-down	涓滴之杯	3	5	EGOgift_MirrorDungeon-EventTheme.json	9726
Twigs	细枝	5	3	EGOgift_MirrorDungeon-EventTheme_2.json	9777
Made-to-Order	定制	1	7	EGOgift_MirrorDungeon-StoryTheme.json	9407
Hardblood Glaive	硬血长柄刀	2	6	EGOgift_MirrorDungeon-mowe-re.json	9843
Canned Ice Cream	罐装冰淇淋	4	4	EGOgift_MirrorDungeon-mowe.json	9733
Ashes to Ashes	尘归尘	4	4	EGOgift_MirrorDungeon.json	9003
Wound Clerid	拟伤虫	4	4	EGOgift_MirrorDungeon.json	9005
Grimy Iron Stake	染血铁钉	4	4	EGOgift_MirrorDungeon.json	9008
Thunderbranch	雷击木	4	4	EGOgift_MirrorDungeon.json	9023
Lowest Star	谷底之星	4	4	EGOgift_MirrorDungeon.json	9027
Standard-duty Battery	标准负载电池	3	5	EGOgift_MirrorDungeon.json	9033
Thorny Path	荆棘之路	3	5	EGOgift_MirrorDungeon.json	9049
Stone Tomb	石冢	3	5	EGOgift_MirrorDungeon.json	9051
Endorphin Kit	内啡肽试剂组	4	4	EGOgift_MirrorDungeon.json	9073
Melted Paraffin	熔化的石蜡	4	4	EGOgift_MirrorDungeon.json	9101
Pain of Stifled Rage	郁火	4	4	EGOgift_MirrorDungeon.json	9103
Tangled Bundle	纠缠捆束	4	4	EGOgift_MirrorDungeon.json	9107
Bio-venom Vial	生物剧毒药瓶	4	4	EGOgift_MirrorDungeon.json	9111
Venomous Skin	剧毒外皮	4	4	EGOgift_MirrorDungeon.json	9112
Sour Liquor Aroma	酸味的酒香	4	4	EGOgift_MirrorDungeon.json	9113
Eldtree Snare	古木陷阱	4	4	EGOgift_MirrorDungeon.json	9122
Devil's Share	魔鬼所享	4	4	EGOgift_MirrorDungeon.json	9127
Emerald Elytra	绿色鞘翅	4	4	EGOgift_MirrorDungeon.json	9128
UPS System	不间断电源装置	4	4	EGOgift_MirrorDungeon.json	9132
Patrolling Flashlight	巡逻用手电筒	4	4	EGOgift_MirrorDungeon.json	9134
Scalpel	手术用刀	5	3	EGOgift_MirrorDungeon.json	9137
Burial Curse	作祟	3	5	EGOgift_MirrorDungeon.json	9148
Dark Vestige	黯淡的残影	4	4	EGOgift_MirrorDungeon.json	9991
Raincloud	乌云	1	7	EGOgift_MirrorDungeon_7.json	9211
Desperate's Knot	绝望结	2	6	EGOgift_StoryDungeon-a1c5p3.json	2020
Jin Gang Bolus	金刚丸	7	1	EGOgift_a1c8p2.json	2075
Shaoxing Wine	绍兴酒	4	4	EGOgift_cultivation.json	9826
Revived K Corp. Security	复活的K公司检查站安保人员	4	4	Enemies-a1c5p1.json	97406
Heart of the Townsfolk	镇民之心	4	4	Enemies-a1c5p1.json	8750
Urgent T Corp. Gangster	焦急的T公司黑帮成员	4	4	Enemies-a1c6p1.json	90114
Veteran Edgar Family Butler	资深的埃德加家族管家	4	4	Enemies-a1c6p1.json	90122
Coagulated Dream	凝结的梦	4	4	Enemies-a1c7p3.json	8411
Gift Sack	礼物袋	4	4	Enemies-a1c951.json	811302
Tree of Desires	欲望之树	2	6	Enemies-mirror4.json	8183
Basin Sea Reaper	钵海收割者	4	4	Enemies-pilgrimage.json	91029
Bongy Security	小凤安保人员	2	6	Enemies-x1p1c1.json	91041
Downcast Veteran	变本加厉的残兵	4	4	Enemies.json	90002
Guido the Persistent	执着的圭多	4	4	Enemies.json	91005
Refracted Clover	折射的四叶草	5	3	Enemies_Refraction2.json	8546
Takeoff Module - E.G.O Spinning [WAW] x1	跳跃成长模组 - E.G.O解析 [WAW]	0	8	Items.json	233
Mirror of the Beginning	起始之镜	4	4	MirrorDungeonName.json	mirrordungeon_name_1
The Unconfronting	未曾面对	3	5	MirrorDungeonTheme-1.json	1008
The Heartbreaking	心意相悖	4	4	MirrorDungeonTheme-1.json	1018
Miracle in District 20 BokGak	20区的奇迹 复刻	0	8	MirrorDungeonTheme-1.json	1113
E.G.O Gifts Owned	所持E.G.O饰品	5	3	MirrorDungeonUI_2.json	ego_gift_list
Not enough Starlight.	星芒不足。	3	5	MirrorDungeonUI_2.json	lack_of_points
To List	转到列表	7	1	MirrorDungeonUI_2.json	mirror_dungeon_rewards_back_to_lobby_button_lobby
E.G.O Gift Tier Forecast	预期的E.G.O饰品等级	2	6	MirrorDungeonUI_4.json	new_ego_gift_combine_guide_table_2_col_2_title
Remaining Starlight Bonus	剩余的星芒奖励	4	4	MirrorDungeonUI_5.json	mirror_start_buff_purchase_modal_after_selected_bonus
Remaining Starlight	剩余星芒	6	2	MirrorDungeonUI_6.json	mirror_start_buff_purchase_modal_left_cost
Set Adversities	设置制约	3	5	MirrorDungeonUI_6.json	mirror_select_constraint_title
Adversity Bonus	制约加成	5	3	MirrorDungeonUI_6.json	mirror_finished_panel_constraint_bonus_starlight
Brush it Off	梳理发型	4	4	Passives-BossRaid.json	500109
Savage Tigermark Support	猛虎标弹支援	4	4	Passives-BossRaid.json	502001
Emptied Thought	放空思绪	2	6	Passives.json	1010601
Buy Time	赚取时间	4	4	Passives.json	1050901
Armadura de Sangre	血甲	1	7	Passives.json	1031004
Oracle Device [Caduceus]	神谕终端[双蛇杖]	0	8	Passives.json	1011505
Worker Bee	工蜂	4	4	Passives.json	1051421
To Where I Must Return	归处	0	8	Passives.json	1081502
Panic Recovery	恐慌恢复	4	4	Passives_Abnormality-a1c7p1.json	9999997
Festival of Wonders	梦幻的庆典	4	4	Passives_Abnormality-a1c7p2.json	838101
Hunter's Mark	狩猎印记	4	4	Passives_Abnormality-a1c9p1.json	130604
Returning Past	回现的过去	4	4	Passives_Abnormality-mr7-extreme.json	139301
Misplaced Past	消逝的过去	4	4	Passives_Abnormality-mr7-extreme.json	139302
Call of the Bloodkin	同胞的呼唤	6	2	Passives_Abnormality-pilgrimage.json	129104
Taken by the Horns	无力化	1	7	Passives_Abnormality.json	804103
Contaminating Leaf	污染的叶子	4	4	Passives_Abnormality.json	806201
Keep It Fresh	保鲜	4	4	Passives_Abnormality.json	826402
Overloaded HP Bullet	过载HP弹	4	4	Passives_Abnormality_Refraction.json	852301
Apply Refracted Sinking	施加折射的沉沦	4	4	Passives_Abnormality_Refraction2.json	854402
Blossoming Sins	盛放的罪孽	4	4	Passives_Abnormality_Refraction2.json	856403
Rose on a Vine	绽于藤蔓的玫瑰	4	4	Passives_Abnormality_Refraction2.json	856405
Thundering Wrath [震怒]	震怒	0	8	Passives_Abnormality_Refraction6.json	956802
oice...!	叫我…	0	8	Passives_Enemy-a1c6p3.json	9013604
Hou...	整…	1	7	Passives_Enemy-a1c6p3.json	9013801
Jar-haunting Curse	宿于瓮中的诅咒	4	4	Passives_Enemy-a1c8p1.json	9019502
Overflowing Sorrow	满溢而出的哀伤	4	4	Passives_Enemy-mr7-extreme.json	7105503
Line 1 Boarding	进入1号线前	4	4	RailwayDungeonNode1BokGak.json	101
Please Deploy all Sinners.	存在未编入队伍的人格。	4	4	RailwayDungeonUI_1001.json	railway_1001_must_participate_all
Select Buffs	选择BUFF	5	3	RailwayDungeonUI_2.json	railway_dungeon_2_select_buff_popup_title
Cruise Party	游轮宴会	4	4	StageNode-a1c5p2.json	10520
Riddles	谜语	6	2	StageNode-a1c6p1.json	10613
Matt	马特	2	6	StageNode-a1c6p2.json	10633
Wish Canister	愿望罐	4	4	StageNode1-2.json	10207
Bonfire	篝火	4	4	StageNode1-3.json	10317
Best Employee	最优秀的员工	5	3	StageNode1-4.json	10418
Urgent Call	紧急呼叫	4	4	StageNode1-4.json	10435
Glorious Past	辉煌的过往	5	3	StageNode1-4.json	10438
Heishou Pack Adept	黑兽 魁首	4	4	UnitKeyword.json	UnitKeyword_BLACK_BEAST_CHIEF
Before a Sealed Door	在紧闭的门扉前	3	4	AbEvents.json	1030201
The First Gate	第一关	3	4	ActionEvents.json	10303
Red Tassel Choice	红色流苏 选项	4	3	ActionEvents_Mirror4.json	971016
Starbuck's Ego	斯达巴克的自我	3	4	BattleKeywords-a1c5p3.json	AaCePcBp
Away With You	别妨碍我	4	3	BattleKeywords-a1c6p3.json	AaCfPcBs
A Sliver of Anticipation	一丝期待	2	5	BattleKeywords-a1c8p2.json	ExaminationOfQiu
HO! HO! HO!	嚯！嚯！嚯！	0	7	BattleKeywords-a1c951.json	AaCeSeBa
Bladetrail [Afterimage]	剑痕[残像]	0	7	BattleKeywords-a1c9p2.json	PhantomIncision
I Got Praised!	受到表扬啦！	0	7	BattleKeywords-a1c9p3.json	GotACompliment
Protecting Pest [Roaches]	防御害虫[蜚蠊]	0	7	BattleKeywords-a1c9p3.json	DefenseBug
Tremor - Superposition	震颤-叠加	0	7	BattleKeywords-tkt.json	VibrationNesting
Microprecision Time Acceleration	超精密时间加速	3	4	BattleKeywords-tkt.json	UltraPrecisionTimeAcceleration
Helpless Tears	无能为力之泪	3	4	BattleKeywords-walpu6.json	HelplessTear
Desperado	亡命之徒	3	4	BattleKeywords-walpu8.json	DesperadoBuff
Great Mountain	坚如泰山	5	2	BattleKeywords.json	Liu_Meursault_Guard_Buff
Umbrella Splinters	雨伞碎片	3	4	BattleKeywords.json	ShardOfUmbrella
Dhyāna	禅那	0	7	BattleKeywords.json	Zazen
Damage Taken Down	受到伤害降低	4	3	BattleKeywords_Mirror3.json	MDHcFaBd
Delicateness	易碎	3	4	BattleKeywords_Mirror7.json	GiftGlass
Peccatulum Invidiae Class 2	嫉妒罪种 2型	4	3	BattleKeywords_Refraction4.json	VioletPeccatulumTwo
Resilient Determination	坚定的意志	3	4	BattleKeywords_Refraction4.json	FirmWill
Insufficient Paid Lunacy	付费狂气不足	2	5	BattlePass.json	lack_if_paid_lunacy
Stalwart Spirit	坚韧不拔	2	5	Bufs.json	RemoveBreakSection
Whale Guts	鲸的胃	3	4	DungeonArea-a1c5p3.json	dungeon_1_5_0101
Rendezvous Area Before the Heart	心脏前的集合点	0	7	DungeonArea-a1c5p3.json	dungeon_1_5_0301
Canteen	茶水间	5	2	DungeonArea1-1.json	dungeon_1_1_0205
Chapel	礼拜堂	2	5	DungeonArea1-3.json	dungeon_1_3_0113
Tango Marinade	探戈鸡酱料	4	3	EGOgift_MirrorDungeon-EventTheme.json	9703
Harestride	卯足	4	3	EGOgift_MirrorDungeon-EventTheme_2.json	9788
Non-disclosure Agreement	保密协议	3	4	EGOgift_MirrorDungeon.json	9085
Tailor's Scissors	裁缝用剪刀	4	3	EGOgift_MirrorDungeon.json	9139
Epicenter	震源	5	2	EGOgift_MirrorDungeon_2.json	9166
Meat Tenderizer	松肉锤	3	4	EGOgift_MirrorDungeon_7.json	9210
N Corp. Seal	N公司印章	3	4	EGOgift_StoryDungeon.json	1037
Shell Sea Runner	壳海狂奔者	3	4	Enemies-pilgrimage.json	91027
Bongybug	小凤虫	3	4	Enemies-x1p1c1.json	91039
Pink Shoes Enchantee	粉红鞋魅惑之人	3	4	Enemies.json	8013
Rustic-sounding Tingtanger	土里土气的豆豆帮成员	6	1	Enemies.json	90017
Lobotomy E.G.O::Sloshing	脑叶公司E.G.O::荡漾	0	7	Enemies.json	90058
Refracted Fairy Wine	折射的精灵酒	4	3	Enemies_Refraction2.json	8543
